-1.102368240467809456e-04 5.316145909442732478e-06 -5.746001562122009243e-07 -1.997986009634293569e-06 -4.793331534709739661e-06 -9.433457064971471906e-06 -1.640473944159934194e-05 -2.621082368760296877e-05 -3.937655994392871839e-05 -5.645222124940271757e-05 -7.801806405832549529e-05 -1.046893012680086277e-04 -1.371215672528840190e-04 -1.760172266755469228e-04 -2.221307688690561666e-04 -2.762787841212172024e-04 -3.393466067133088515e-04 -4.122984797171880267e-04 -4.961885314361570709e-04 -5.921733325548773907e-04 -7.015263286147439825e-04 -8.256545039935295205e-04 -9.661177103176196712e-04 -1.124651188369650556e-03 -1.303168849056929313e-03
-1.886704788450153914e-04 7.091710370806100436e-06 -6.679840177325167827e-07 -1.862677372409943244e-06 -4.550946085199632229e-06 -9.000844134131845420e-06 -1.563985969592514291e-05 -2.488867346910061951e-05 -3.716860069034530478e-05 -5.290932317267987850e-05 -7.255856709692358464e-05 -9.661766299397245295e-05 -1.256955554737038128e-04 -1.590953178049261951e-04 -2.008668463007630411e-04 -2.509608516570310810e-04 -3.102506037081301238e-04 -3.800720487264937220e-04 -4.619133906660008448e-04 -5.573736262958033094e-04 -6.681035100025468909e-04 -7.957032380278075689e-04 -9.507187340292710953e-04 -1.132016499199396675e-03 -7.041996776562114979e-04
-2.479513599575563815e-04 3.872414849161349981e-06 -1.060295220589070608e-06 -1.612382053635917634e-06 -4.085496241531400008e-06 -8.146392713618243187e-06 -1.410040024423658833e-05 -2.219842283980068276e-05 -3.265258051005082152e-05 -4.565204746430177873e-05 -6.138348873988529186e-05 -8.012658279523202087e-05 -1.024110517916961005e-04 -1.247812293956977736e-04 -1.577454648004142368e-04 -1.995137544525474316e-04 -2.509476473446480005e-04 -3.141353315408296210e-04 -3.914642018092856501e-04 -4.854816107672868530e-04 -5.986924477268083800e-04 -7.332738855476278461e-04 -9.133605068997671661e-04 -1.124216977937235462e-03 2.246504650033689932e-04
-2.791237554874099265e-04 -6.611714656031735318e-06 -1.974375346863472408e-06 -1.242049286619313631e-06 -3.376108602392083324e-06 -6.837793650192429407e-06 -1.174303327981275624e-05 -1.809393205465248400e-05 -2.580386603602546902e-05 -3.472755834054916391e-05 -4.469786747520083925e-05 -5.570142270950456664e-05 -6.819654540890854322e-05 -7.497993857494625325e-05 -9.521838336137844472e-05 -1.246610504675449427e-04 -1.641877610002416554e-04 -2.169633156396295892e-04 -2.867216913495854169e-04 -3.775208017311945663e-04 -4.933493535888948400e-04 -6.376994865589652450e-04 -8.438220500463985974e-04 -1.059924480301101257e-03 9.475152832942590475e-04
-2.791233642554222022e-04 -2.498455302706514489e-05 -3.589770135082031438e-06 -7.720491739223248051e-07 -2.433675787706646165e-06 -5.106251984475333738e-06 -8.649334573432657103e-06 -1.276465391391277959e-05 -1.701999334949647058e-05 -2.090015182646190461e-05 -2.386390390212052293e-05 -2.560116070172632763e-05 -2.656200710341588556e-05 -1.556088495992605236e-05 -2.073260831363457624e-05 -3.502846890554231485e-05 -5.941228027626227481e-05 -9.829473627999407714e-05 -1.570819837773997085e-04 -2.418752782131980417e-04 -3.588844883898566207e-04 -5.139485693454320936e-04 -7.377130655881400378e-04 -9.126710773982860125e-04 1.051065173281511000e-03
-2.449474502430341242e-04 -5.167312751954040995e-05 -6.181377900214661547e-06 -2.269657732477045609e-07 -1.245939085981265237e-06 -2.945425537880831668e-06 -4.847237490262362725e-06 -6.332296882370636038e-06 -6.627512797764689711e-06 -4.883982184740454091e-06 -2.547023133080833501e-07 7.790125025459310182e-06 1.868202863810133896e-05 4.690365253421854841e-05 5.737004622886204830e-05 5.979476804300956627e-05 5.302331806054244590e-05 3.142530702291562728e-05 -1.225758761793857565e-05 -8.669136223085974202e-05 -2.012283588070339080e-04 -3.653886052570470833e-04 -5.930593027141106699e-04 -6.758251143938187600e-04 4.068956880478938332e-04
-1.651276033425114426e-04 -8.858937029235301568e-05 -1.058404294441419799e-05 3.532128527968317333e-07 2.978187818363994821e-07 -1.919774055029674353e-07 -1.477979693059044974e-07 1.337965001685023636e-06 5.275501171015176127e-06 1.266902116014642643e-05 2.442695393404387127e-05 4.106637712924035566e-05 6.165455466354552438e-05 1.014548849084841164e-04 1.251508747451696157e-04 1.440606202296745852e-04 1.566583025887392788e-04 1.565254690652981284e-04 1.346419210004959344e-04 7.918100350736562154e-05 -2.384588313123978121e-05 -1.896835208331712486e-04 -4.047424094359222679e-04 -3.621227990842426636e-04 -7.439208108410144682e-04
-5.507106455964535120e-05 -1.305198140757525029e-04 -1.714644457439856370e-05 8.378777275209331465e-07 2.179233557231437246e-06 3.084912535828571167e-06 5.227098222586323839e-06 9.699209643934322833e-06 1.754122416883219238e-05 2.961671692678496948e-05 4.653678827496246506e-05 6.850385922524751536e-05 9.401834376538201199e-05 1.353580395704739869e-04 1.666418498627551814e-04 1.988285139892902176e-04 2.299194255724786029e-04 2.536366807348276742e-04 2.598514536569368483e-04 2.334544102855357073e-04 1.545054357784368670e-04 3.595988187360399380e-07 -1.994332925197017659e-04 -8.308810929250759481e-05 -1.061383093926539234e-03
5.839186356847621962e-05 -1.700495588267119263e-04 -2.550854196991733658e-05 1.104830128729680783e-06 4.283054071111194738e-06 6.671862355031761560e-06 1.087441986415832451e-05 1.804461002279100779e-05 2.903214816212147664e-05 4.428545112114719295e-05 6.382684239071220733e-05 8.734321055516719445e-05 1.127674594074805359e-04 1.462144566279632851e-04 1.790621185260646286e-04 2.199046432549249530e-04 2.663635665979234568e-04 3.133915322270121318e-04 3.508143837843355484e-04 3.608167439655418640e-04 3.170518627657568922e-04 1.886427455651748519e-04 5.326275566291949204e-06 1.286528338249465220e-04 -3.500359878285327908e-04
1.470153081173713669e-04 -1.975530699438990314e-04 -3.614588425890786355e-05 8.734457532704256733e-07 6.596974007921398153e-06 1.049917388494438913e-05 1.649080632281155201e-05 2.558995489371392040e-05 3.813848697316150893e-05 5.383100437848092890e-05 7.181131196374798686e-05 9.113622690146150340e-05 1.094820461655446331e-04 1.233330507525477737e-04 1.492565883202193189e-04 1.906817625643777991e-04 2.452883361225843828e-04 3.110315971583746397e-04 3.798288773186192513e-04 4.330569385531356230e-04 4.385751714978576576e-04 3.568505937584787180e-04 2.095834548290695376e-04 2.988258275825328436e-04 8.055365201085698534e-04
2.023006584350340459e-04 -2.120190191956911833e-04 -4.807611616484486552e-05 1.490283420427576666e-07 8.979452679185040420e-06 1.435929183778768964e-05 2.180648460006935629e-05 3.208177479612633887e-05 4.483495620610268573e-05 5.886632010717457453e-05 7.239824805773190097e-05 8.395313810473023497e-05 9.141242036726782150e-05 8.059070529423464913e-05 9.487907354815278138e-05 1.309952758369904713e-04 1.871942991615513363e-04 2.656356738749282576e-04 3.621483717109567901e-04 4.594644556189936280e-04 5.212804243548210814e-04 4.999421082206023659e-04 4.182072514385057338e-04 5.001278384990162640e-04 1.262308550718432842e-03
2.252500417672503841e-04 -2.147108941085444818e-04 -6.063903256347744075e-05 -1.042338979411958078e-06 1.134618153196022272e-05 1.813915534176150507e-05 2.669743978758049030e-05 3.746600383382203692e-05 4.932118425353404501e-05 6.016873749336952570e-05 6.742628831655009258e-05 6.929384721597944830e-05 6.435314534179378820e-05 2.828357055795899244e-05 2.895133325581805694e-05 5.575083325885105134e-05 1.080045296799753141e-04 1.927797624761140582e-04 3.112690440481014065e-04 4.497440261952492802e-04 5.699690704228273230e-04 6.175193517566346380e-04 6.262318347724435408e-04 7.362283984145290283e-04 9.248106750399179288e-04
2.119133436886534261e-04 -2.046457315957976586e-04 -7.342742302639173463e-05 -2.797721146990776731e-06 1.362207114328096297e-05 2.172867561156446164e-05 3.096205289590363285e-05 4.144073490310214158e-05 5.126093730396623360e-05 5.755704443761999745e-05 5.721868584137451696e-05 4.846929034069136222e-05 3.119172961603064453e-05 -2.712211108032297480e-05 -4.024028950669333859e-05 -2.601598483279940477e-05 1.647246626588008689e-05 9.956595210411714469e-05 2.312210257558906801e-04 4.039441619638692305e-04 5.809266332218697426e-04 7.036253935156847050e-04 8.220165074708934982e-04 9.831374552451421778e-04 -3.403791158554381191e-06
1.633385533883467439e-04 -1.823951292723908785e-04 -8.594374091881479966e-05 -5.194793567563256442e-06 1.572295162201482743e-05 2.501402720275595903e-05 3.441084846369027450e-05 4.376043084750036449e-05 5.046582105273401953e-05 5.114689456341310614e-05 4.259336781200530331e-05 2.349685086346434137e-05 -4.345529342572596043e-06 -7.833749477600959743e-05 -1.034384646134006713e-04 -1.038517369826297276e-04 -7.659586787221381310e-05 -4.209679096110752194e-06 1.291212095843492780e-04 3.251099565597520558e-04 5.528172362480668345e-04 7.537868521666490906e-04 9.875962638237825719e-04 1.187469649444522490e-03 -8.897606303945246320e-04
9.196533247816552768e-05 -1.522718711773030868e-04 -9.779434391431153159e-05 -8.136478963868300218e-06 1.761301503369529925e-05 2.796891027985297373e-05 3.708360206197518216e-05 4.464038045451021453e-05 4.750191651355095690e-05 4.207792662510971560e-05 2.548857494928322143e-05 -2.726404352313555046e-06 -3.846327702643898006e-05 -1.205890719495408825e-04 -1.548012409214663543e-04 -1.702461511895389523e-04 -1.616791082422359971e-04 -1.071772519114638778e-04 1.731336768765606715e-05 2.249856882275483305e-04 4.949551923511437412e-04 7.733922276968382969e-04 1.115331645360886914e-03 1.315777558697571459e-03 -1.204731101210144983e-03
7.853410044653826074e-06 -1.176657171424167186e-04 -1.086534285715356866e-04 -1.155981967464973087e-05 1.925495237682650629e-05 3.056177296257601983e-05 3.898960445899643523e-05 4.421341664807669491e-05 4.276273054439061472e-05 3.117561191650491947e-05 7.322171829360346607e-06 -2.810244532023761788e-05 -6.850846482370220869e-05 -1.508083568791673823e-04 -1.906228795485742644e-04 -2.202360079395573877e-04 -2.321738713796754616e-04 -2.011488739356581679e-04 -9.513694834213312634e-05 1.121597040413119251e-04 4.138960562588521463e-04 7.657221997392840707e-04 1.202968273751152395e-03 1.362362235818523337e-03 -8.336001004678808557e-04
-8.043753446800575762e-05 -8.137821493688426888e-05 -1.180670787590512756e-04 -1.546406488752739838e-05 2.057419661679379258e-05 3.270931980172298720e-05 4.003302761348970229e-05 4.243742321479067325e-05 3.640471348356245918e-05 1.900498424984436996e-05 -1.070338594818566469e-05 -5.062472175650784001e-05 -9.173365060678034810e-05 -1.653515685780988786e-04 -2.064598672329269469e-04 -2.480979604615463074e-04 -2.808599437903215590e-04 -2.777621602970091474e-04 -1.998437651087869860e-04 -6.685374035333285780e-06 3.130530631022081234e-04 7.302005851136800230e-04 1.248289540181933555e-03 1.336333612529237713e-03 4.160577346882382566e-05
-1.629190301296651506e-04 -4.664609097200294804e-05 -1.255226022705241244e-04 -1.983485203142267006e-05 2.148154042838461286e-05 3.431440958936125829e-05 4.011105188443143954e-05 3.928676232066614926e-05 2.864528654318403145e-05 6.243389667115809005e-06 -2.725271217479847963e-05 -6.821470656689226919e-05 -1.055433241492487184e-04 -1.613947876842741769e-04 -1.989775329921568414e-04 -2.491579988799508261e-04 -3.012115479383570271e-04 -3.287259030875858135e-04 -2.877799873434172540e-04 -1.237654259256537603e-04 1.968424938252888445e-04 6.664748185172819639e-04 1.253036568098060688e-03 1.267586428629167983e-03 9.398300791823577249e-04
-2.310339754366681601e-04 -1.628244528359889740e-05 -1.308369619584599970e-04 -2.456656491886446275e-05 2.195038307016648066e-05 3.536527597499273395e-05 3.928450538072565668e-05 3.498185162869281439e-05 1.996449954399202864e-05 -6.320133965129551279e-06 -4.130809389939378573e-05 -7.987879638491138246e-05 -1.095041416232928055e-04 -1.405486874935524266e-04 -1.704750026203308289e-04 -2.251280423878170012e-04 -2.932886110680252290e-04 -3.515133640203046972e-04 -3.535350510599048757e-04 -2.316769874326392309e-04 7.260017949987235264e-05 5.791686465028630937e-04 1.225741642417385591e-03 1.192905767465599065e-03 1.396565967582738543e-03
-2.788231147676474629e-04 7.736864492236634680e-06 -1.339220926460716644e-04 -2.954484987242531058e-05 2.196514061013950941e-05 3.586273588913370391e-05 3.763394210151878305e-05 2.975927241233300435e-05 1.082143973647926860e-05 -1.801771059537458919e-05 -5.216134744488211405e-05 -8.520937009210902136e-05 -1.040817594191167927e-04 -1.058347063397045706e-04 -1.250067783870982552e-04 -1.798720501395185967e-04 -2.596728570664723346e-04 -3.462536998988588466e-04 -3.940470245221393275e-04 -3.245776094366256692e-04 -5.290229487830630517e-05 4.732272412894741875e-04 1.171619986533749269e-03 1.129582669567821829e-03 1.233900656772694837e-03
-2.994759025418342394e-04 2.317476256296800360e-05 -1.344380300849533708e-04 -3.467144296458602587e-05 2.145131707505503610e-05 3.573640195505319722e-05 3.514331905902536024e-05 2.375669418681544687e-05 1.628756101282324842e-06 -2.810764730143584800e-05 -5.885627677201278607e-05 -8.336041348769307469e-05 -8.917888204444321398e-05 -5.962293533008644619e-05 -6.586418562999282744e-05 -1.162195900039353358e-04 -2.015470829873772241e-04 -3.113404947887310481e-04 -4.044526552410554476e-04 -3.953657799084520086e-04 -1.729703208940870651e-04 3.516594881810899964e-04 1.088249756632020393e-03 1.074999236015783399e-03 4.805065531788832445e-04
-2.838411264975220470e-04 2.701579468991567763e-05 -1.316985734285429019e-04 -3.981358928085119986e-05 2.025162234887620261e-05 3.482320925296718273e-05 3.170826358712963700e-05 1.708734091000578548e-05 -7.074462411486848179e-06 -3.551205450326964941e-05 -5.991877272260894005e-05 -7.292098985056671978e-05 -6.437443939884962552e-05 -4.886033764202324381e-06 2.761551118685839912e-06 -3.760283024124497220e-05 -1.199000927795505766e-04 -2.437111253066476246e-04 -3.770670942607919074e-04 -4.334548694990211781e-04 -2.783751202903896049e-04 2.171578056686662705e-04 9.642405556879937722e-04 1.001163147541783704e-03 -5.406171947813578904e-04
-2.309957419324955904e-04 1.881099407509325555e-05 -1.255016625821589286e-04 -4.476801234707620397e-05 1.829425364851741675e-05 3.306143371812741288e-05 2.738879343132903654e-05 1.004901176192632417e-05 -1.469120791786071578e-05 -3.947106554475811324e-05 -5.486237664068839559e-05 -5.434886131403318665e-05 -3.188452767090982354e-05 5.185947991557388059e-05 7.241854735562727741e-05 4.697311065485210158e-05 -2.285625276380459647e-05 -1.484822819259358495e-04 -3.119091257983153120e-04 -4.332597031800403120e-04 -3.605235388125273277e-04 7.609370095897072250e-05 7.902567624913370281e-04 8.606237694758142598e-04 -1.130159583820802838e-03
-1.495590204533905096e-04 1.148315610801893885e-06 -1.162267957140888930e-04 -4.933175816672265984e-05 1.562394852386121691e-05 3.051628785835387020e-05 2.239138223479771039e-05 3.011396134757621246e-06 -2.081442873308816943e-05 -3.989289322795484816e-05 -4.447575700037599555e-05 -2.990250371083177927e-05 4.283676869873409565e-06 1.034167351723278006e-04 1.341546638069755770e-04 1.268176198430982782e-04 7.760690685648316545e-05 -3.721068136097044343e-05 -2.172806080671593754e-04 -3.970432558205796991e-04 -4.152192990735832645e-04 -6.408932310567050372e-05 5.690928996799973771e-04 6.337849043072593669e-04 -8.946123566717853470e-04
-4.547542141203222385e-05 -2.439099777423519785e-05 -1.035055531821921573e-04 -5.312462873413321268e-05 1.209647272916707789e-05 2.704160629587309961e-05 1.677934171900874460e-05 -3.582399027923788282e-06 -2.459474567599595485e-05 -3.586030777109547318e-05 -2.855809043160982552e-05 -1.087099073916047987e-06 4.010470633719620537e-05 1.403008830177417121e-04 1.759426821070428359e-04 1.883805351339806755e-04 1.678697468623681355e-04 7.945539770070134122e-05 -9.706233118168469676e-05 -3.197430148132278382e-04 -4.311586054510062327e-04 -1.945418227177128645e-04 3.021374275706187329e-04 3.224709702676353817e-04 1.483470059354397019e-04
6.788287666428041982e-05 -5.435281648221291888e-05 -8.596036663734108949e-05 -5.513621148526669929e-05 7.255854942508563332e-06 2.214589739540136909e-05 1.058488683525725393e-05 -8.717904833682038612e-06 -2.392896838102238910e-05 -2.497103641430076237e-05 -6.248864918888610842e-06 2.916396342498780991e-05 6.716431196425454164e-05 1.422658380917686538e-04 1.721752680525837076e-04 2.026863878288702459e-04 2.187626390026710388e-04 1.792096616658606090e-04 4.219037570176928376e-05 -1.872452192178963859e-04 -3.804700392213665461e-04 -2.957232447363122851e-04 2.991354454931482998e-06 -2.046906952407612224e-06 9.969658349281915188e-04
1.656325636557004315e-04 -8.047853713806962968e-05 -6.603467855982592116e-05 -5.562609827098295712e-05 1.692155894639398028e-06 1.644755804684847750e-05 4.344621056926248337e-06 -1.247099206878182764e-05 -2.028375983678665229e-05 -1.057620235748318871e-05 1.763393170370157470e-05 5.615355825001541734e-05 8.416849201868525920e-05 1.196233188383230561e-04 1.373883587771629333e-04 1.817162434482634537e-04 2.339672181143476193e-04 2.520478507567446014e-04 1.753008237559035287e-04 -3.324747494572177775e-05 -2.902905758326961017e-04 -3.707589600373401018e-04 -2.875801640475489362e-04 -2.621074035582954265e-04 8.865396302936076611e-04
2.284308860399776413e-04 -9.661657958815730515e-05 -4.473418701204760761e-05 -5.432538458117162905e-05 -4.362405695595983346e-06 1.015904891461198029e-05 -1.578067985279207885e-06 -1.455095570204734123e-05 -1.398908842925768170e-05 5.756403780267024817e-06 4.008450387063544618e-05 7.607914950678168475e-05 8.868738184268296076e-05 7.607311614738626604e-05 7.742477250506640818e-05 1.286961620750870505e-04 2.104965476248804590e-04 2.866019559321780763e-04 2.839786913312984662e-04 1.234614952451418279e-04 -1.709602601525118948e-04 -4.154433424259362795e-04 -5.510139902136501622e-04 -4.482778565462128273e-04 -1.109423855525232261e-04
2.362340312973970353e-04 -9.637688613034728173e-05 -2.301512500715646378e-05 -5.072154103894551541e-05 -1.065287002714049303e-05 3.482118389095366362e-06 -6.728003621534611733e-06 -1.450962635244842924e-05 -5.310454305261502750e-06 2.225475864590931163e-05 5.760954863392488134e-05 8.461603125681574356e-05 7.834948481566170186e-05 1.728536315007828117e-05 9.047775505269251006e-07 4.930225941199295470e-05 1.465214892741734110e-04 2.705901393671265864e-04 3.472238196636709406e-04 2.613105005405888526e-04 -3.358059762664442061e-05 -4.229937723734047972e-04 -7.771652466366449352e-04 -6.123106150365265066e-04 -1.045507445933485657e-03
2.082218342036309207e-04 -8.517577474710593018e-05 -1.703738927424057470e-06 -4.558517762521998445e-05 -1.684768194339103520e-05 -3.228738885706176898e-06 -1.116371788624850869e-05 -1.312832781105201241e-05 4.281298349093770605e-06 3.753493196324148018e-05 7.042169273937734508e-05 8.511505187491427704e-05 6.009580715364906678e-05 -4.330001008308326238e-05 -7.563724113519507131e-05 -3.634582216793455500e-05 6.471808037693607685e-05 2.243939144290010845e-04 3.755244760883756638e-04 3.750500584801426396e-04 1.038928261555480126e-04 -4.080646027820114541e-04 -9.775190318663876110e-04 -8.038443433770608992e-04 -1.240928428547005691e-03
1.537678198174269100e-04 -6.562566942795158495e-05 1.876697422268595178e-05 -3.914934430647616648e-05 -2.274471964905291216e-05 -9.781782736595530381e-06 -1.483890767296422442e-05 -1.069247789274585525e-05 1.408555430481954474e-05 5.077447846988172864e-05 7.832929633969608341e-05 7.889687363597450154e-05 3.721257776917105686e-05 -9.852480051920908810e-05 -1.432721778883497277e-04 -1.176540891757622831e-04 -2.353747871200115305e-05 1.573169900412792199e-04 3.723595880845698147e-04 4.603570055992725618e-04 2.321101355462658333e-04 -3.764664952043625390e-04 -1.148694770385379205e-03 -1.019908811688882699e-03 -6.948954969905468682e-04
7.908352681571799057e-05 -3.935473034061558358e-05 3.792676527654631827e-05 -3.140048973788219649e-05 -2.810604880861770211e-05 -1.597743306075687791e-05 -1.759156086275637243e-05 -7.291606152160998167e-06 2.352806473885499239e-05 6.100504580873293559e-05 8.059117396841571079e-05 6.636688915462318761e-05 1.203738075419152898e-05 -1.416998640471761606e-04 -1.934519578258124539e-04 -1.849895540188967180e-04 -1.089100151959628004e-04 7.531450116060600664e-05 3.372016269247365972e-04 5.101042222849898333e-04 3.419715686644626829e-04 -3.308363122743462892e-04 -1.276076646731370834e-03 -1.227271592141719603e-03 2.320651160253386913e-04
-5.605897807665326768e-06 -9.284564689876484422e-06 5.550600109480640851e-05 -2.248153994773797321e-05 -3.274797513594385201e-05 -2.165399440028688977e-05 -1.937591412137611158e-05 -3.140386561370153706e-06 3.210200882444724790e-05 6.774100431976466663e-05 7.739350817019367834e-05 4.897996697767956209e-05 -1.281030295854912460e-05 -1.686260273913303687e-04 -2.212248337210148685e-04 -2.316094548183190993e-04 -1.827802832087277451e-04 -1.314108562139315595e-05 2.748591261442848155e-04 5.229379573203005172e-04 4.274524894192395508e-04 -2.755185677969576585e-04 -1.347866550621877602e-03 -1.378687366491541944e-03 9.455400915164904885e-04
-9.001652703820127574e-05 2.150868364344106325e-05 7.151165958222197028e-05 -1.266229438118791906e-05 -3.660293826814129542e-05 -2.673966535005501549e-05 -2.028331118051826532e-05 1.482266188733080692e-06 3.952998986824808603e-05 7.114257382690239440e-05 6.978717445641283157e-05 2.873441138259019700e-05 -3.535047949355940577e-05 -1.790806995732203977e-04 -2.269938903977745948e-04 -2.560761527358769440e-04 -2.403339566114312542e-04 -1.000528550264799532e-04 1.938261377852912304e-04 5.037388377929323535e-04 4.875652325566116885e-04 -2.151459084370477282e-04 -1.364110215980166019e-03 -1.451652241392750731e-03 1.124974921379105763e-03
-1.658565037979282128e-04 5.058694074644952410e-05 8.586823636677013566e-05 -2.113053630931928384e-06 -3.956132411846949998e-05 -3.113514703348158746e-05 -2.033987395938172127e-05 6.373291030911665267e-06 4.554547127634360482e-05 7.123618754207791670e-05 5.851183173506517565e-05 7.180353068899497648e-06 -5.403107625635145128e-05 -1.729726321854363480e-04 -2.112453847992086520e-04 -2.573246948246107890e-04 -2.776472415530681359e-04 -1.789418310969848047e-04 1.006005043227981011e-04 4.555621110848354083e-04 5.207401789646994017e-04 -1.529129352161665012e-04 -1.326023741921283916e-03 -1.441560193500723841e-03 7.183468579466043002e-04
-2.243042774469096434e-04 7.544785909227602096e-05 9.831286763693856262e-05 9.068551639807714837e-06 -4.139914510447022938e-05 -3.465224991009135252e-05 -1.947878297886389276e-05 1.135198184673558153e-05 4.974488594526593754e-05 6.776686831561594404e-05 4.403619725035917698e-05 -1.420144230124611995e-05 -6.709406693240771435e-05 -1.494618117956619807e-04 -1.735631664703321531e-04 -2.332013459951445822e-04 -2.896365305327004702e-04 -2.426710654442540416e-04 9.790737860136677906e-07 3.791847357397168383e-04 5.230571569581864144e-04 -9.153590083837981339e-05 -1.233735004854942530e-03 -1.355676254291990346e-03 -1.266043739229644194e-04
-2.562400799237075444e-04 9.351918720235238500e-05 1.085324018760590661e-04 2.075095394702113766e-05 -4.184068036265208707e-05 -3.705832579583689251e-05 -1.762867738317255850e-05 1.619747043414727916e-05 5.169272471798949664e-05 6.055959901016261249e-05 2.706982940311325470e-05 -3.364626617421984101e-05 -7.284919331915218343e-05 -1.089758503526952471e-04 -1.153392760550840668e-04 -1.831895405588201964e-04 -2.720507879881220448e-04 -2.835991065137308254e-04 -9.766632306374561923e-05 2.767681053052334361e-04 4.908944338239996930e-04 -3.387934393463132299e-05 -1.092258133468235193e-03 -1.221909524503045352e-03 -9.772469804820577144e-04
-2.582144735165095768e-04 1.037473976578551661e-04 1.165363629731909836e-04 3.269485693723709480e-05 -4.080318644583257742e-05 -3.827085598863150945e-05 -1.487927617939768798e-05 2.069076399816710543e-05 5.133471334365681538e-05 5.015558436282860355e-05 8.892972608075602747e-06 -4.965203827111616675e-05 -7.113872972550408513e-05 -5.607975622763314294e-05 -4.314361218874310233e-05 -1.129537718622189435e-04 -2.271306723345412060e-04 -2.984755994623160269e-04 -1.874745073802731865e-04 1.559569589208789631e-04 4.270211517399431778e-04 1.792017396683165398e-05 -9.161356437594608826e-04 -1.080443563557229036e-03 -1.318428250463209161e-03
