4.999999999999999774e-07 4.999999999999999774e-07 4.999999999999999774e-07 4.999999999999999774e-07 4.999999999999999774e-07 4.999999999999999774e-07 4.999999999999999774e-07 4.999999999999999774e-07 4.999999999999999774e-07 4.999999999999999774e-07 4.999999999999999774e-07 4.999999999999999774e-07 4.999999999999999774e-07 4.999999999999999774e-07 4.999999999999999774e-07 4.999999999999999774e-07 4.999999999999999774e-07 4.999999999999999774e-07 4.999999999999999774e-07
4.972251250890181441e-07 5.001643253111349668e-07 5.001006677982672180e-07 5.001299339417147542e-07 5.002985932018501530e-07 5.004900622768330950e-07 5.007298352121058857e-07 5.010232213794683319e-07 5.013785063870540748e-07 5.018059128351066824e-07 5.023180028384836510e-07 5.029301926693922704e-07 5.036614119885557759e-07 5.045349513487285916e-07 5.064647272574481385e-07 5.172727442120198908e-07 4.515809106106741108e-07 6.173540799686374233e-07 3.861332479445536008e-07
4.921869024587493919e-07 5.006603044123585372e-07 5.002852284119829448e-07 5.002454249112141357e-07 5.006008315129701073e-07 5.009843902548146882e-07 5.014662698189241804e-07 5.020558536402068529e-07 5.027698463971655619e-07 5.036287736036736184e-07 5.046579101912211912e-07 5.058888068659833463e-07 5.073493532241463938e-07 5.091623807694184105e-07 5.128724623725333984e-07 5.340540149113617612e-07 4.062673024175949238e-07 7.292768753097686534e-07 2.748520030176250245e-07
4.848306509590195005e-07 5.014829024446013536e-07 5.005544696926563526e-07 5.003493830978533643e-07 5.009090382470594014e-07 5.014872105929544728e-07 5.022156477942483342e-07 5.031067385639136494e-07 5.041859198402123565e-07 5.054841641335567814e-07 5.070396889777788875e-07 5.089018061203988488e-07 5.110870331902703243e-07 5.139703897053035010e-07 5.191600311422776111e-07 5.498339035989129269e-07 3.672238867425106069e-07 8.301931072984410399e-07 1.688688152023440666e-07
4.750921137803717617e-07 5.026226436617153094e-07 5.009088687093325214e-07 5.004454866430598382e-07 5.012247291929082461e-07 5.020016937399330647e-07 5.029827813822883075e-07 5.041825540920243121e-07 5.056357127621088182e-07 5.073838695121722758e-07 5.094783404507374063e-07 5.119891250517406599e-07 5.148900874625174421e-07 5.190360014141116220e-07 5.252531638801454842e-07 5.640756402769948805e-07 3.376723652119835294e-07 9.143458978723014463e-07 7.111063509394506615e-08
4.629368403603497460e-07 5.040592932068569913e-07 5.013470251822755418e-07 5.005383838263276684e-07 5.015481526173646829e-07 5.025292572571653359e-07 5.037699090777884929e-07 5.052863512269094246e-07 5.071233220478282291e-07 5.093333000851128634e-07 5.119805330614590534e-07 5.151605220941491973e-07 5.187618719641483600e-07 5.244150545030330532e-07 5.310652438694473506e-07 5.762303572978616673e-07 3.207479774347036386e-07 9.760084283268089530e-07 -1.532103057361127931e-08
4.484111343313352683e-07 5.057545275445582192e-07 5.018637335316738567e-07 5.006338500993736870e-07 5.018778716601283490e-07 5.030689149522557165e-07 5.045757140757991779e-07 5.064161797042521642e-07 5.086460988422705298e-07 5.113290692774274020e-07 5.145414376580901502e-07 5.184116424775692147e-07 5.226895436523163388e-07 5.301297329093216097e-07 5.365032936332920717e-07 5.857880210830135973e-07 3.191607667800933957e-07 1.010054395485158161e-06 -8.739327311705458469e-08
4.316860621674345693e-07 5.076468872325831306e-07 5.024484601446977663e-07 5.007387610580163848e-07 5.022106768390921314e-07 5.036170977634051828e-07 5.053950346981311704e-07 5.075646908468257877e-07 5.101941086964608935e-07 5.133582931699222613e-07 5.171437965473646974e-07 5.217228161177560954e-07 5.266439211891919477e-07 5.361589333367541994e-07 5.414840224470758285e-07 5.923653595341764075e-07 3.346949415964627787e-07 1.012851204115785268e-06 -1.426155553678507506e-07
4.130646153983992796e-07 5.096532493528923432e-07 5.030853431796179768e-07 5.008608087354885209e-07 5.025421183059244304e-07 5.041683992514452343e-07 5.062199450784929037e-07 5.087206685471653967e-07 5.117521912848913991e-07 5.154012886619874658e-07 5.197614013965650930e-07 5.250633265856138167e-07 5.305859398808312304e-07 5.424393444711692582e-07 5.459573882064238890e-07 5.958023670884136017e-07 3.677429180969378186e-07 9.831439627598158440e-07 -1.796106573412568748e-07
3.929344940351674930e-07 5.116781027673875877e-07 5.037552316288902700e-07 5.010080748352200264e-07 5.028676026435852541e-07 5.047172000930570942e-07 5.070421496162002493e-07 5.098724037912570260e-07 5.133045067297704051e-07 5.174375223492045434e-07 5.223667890610064732e-07 5.284009694792872549e-07 5.344787196494031315e-07 5.488808871415335578e-07 5.499274316242633880e-07 5.962147917071441640e-07 4.171591685702901945e-07 9.224097597825680077e-07 -1.984880229237460188e-07
3.716862711296426683e-07 5.136260976534869287e-07 5.044388237199906060e-07 5.011887296838005382e-07 5.031835324975818659e-07 5.052594135047851564e-07 5.078555724342234208e-07 5.110113366421780259e-07 5.148394439410251900e-07 5.194520327690716330e-07 5.249395548867588563e-07 5.317124552288878897e-07 5.382995029128892190e-07 5.553898945150464153e-07 5.534591385549888818e-07 5.939683627308247434e-07 4.805546964099698623e-07 8.344204715600931691e-07 -2.007874860315512619e-07
3.496411158660524575e-07 5.154108420686762845e-07 5.051191610027442676e-07 5.014110627209376693e-07 5.034879270704074581e-07 5.057934978373618538e-07 5.086578690890950040e-07 5.121341784615969928e-07 5.163524802238767747e-07 5.214391751729846826e-07 5.274711960894455626e-07 5.349895516035714987e-07 5.420457235385160289e-07 5.618878974922132863e-07 5.566696824195842611e-07 5.895944570917221757e-07 5.548478555539577705e-07 7.242986308182967199e-07 -1.890558159421450191e-07
3.270170621945150374e-07 5.169564636016835268e-07 5.057824621962789254e-07 5.016838408762811367e-07 5.037804003663263943e-07 5.063205224078455546e-07 5.094505308917569910e-07 5.132430562086874546e-07 5.178463725037601562e-07 5.234028800229818103e-07 5.299654309057113326e-07 5.382396081091742767e-07 5.457343570210776006e-07 5.683191568373705828e-07 5.597125697489297788e-07 5.836993194284526477e-07 6.367658071494217343e-07 5.976047135459202002e-07 -1.663342316101522194e-07
3.039319942467916017e-07 5.181932660238814575e-07 5.064174822970968352e-07 5.020168589440757939e-07 5.040617611144785781e-07 5.068436625660419963e-07 5.102381306758526057e-07 5.143444547223848449e-07 5.193297247467306775e-07 5.253547920575666833e-07 5.324357608545019715e-07 5.414826297672418180e-07 5.493976577199347606e-07 5.746485004900459739e-07 5.627642470722862602e-07 5.769046972353029231e-07 7.231216589842468966e-07 4.597915987038793396e-07 -1.357882737217009321e-07
2.804269278119887063e-07 5.190505040935626845e-07 5.070140807517409089e-07 5.024215470411518998e-07 5.043335368096173637e-07 5.073675709531515602e-07 5.110273691639302327e-07 5.154478859766450064e-07 5.208151833147731902e-07 5.273119267319835061e-07 5.349024000454207417e-07 5.447475284550723523e-07 5.530785010288664481e-07 5.808543834685031685e-07 5.660173697852487433e-07 5.698273037395559790e-07 8.108659228407784407e-07 3.160548713937631861e-07 -1.005462574776241029e-07
2.564967220062906700e-07 5.194484899919062671e-07 5.075615103767668707e-07 5.029115284282646017e-07 5.045975713475893753e-07 5.078978403523232897e-07 5.118262388601386742e-07 5.165647326069254980e-07 5.223178630703581151e-07 5.292946305621643953e-07 5.373896041610326259e-07 5.480688121911203207e-07 5.568266911533785601e-07 5.869207574512147260e-07 5.696799629408307000e-07 5.630868958634344246e-07 8.969870709632936716e-07 1.714598929384699753e-07 -6.370373064944271209e-08
2.321244406155785764e-07 5.192912450768876718e-07 5.080466323555025982e-07 5.035029771207961377e-07 5.048557063592023969e-07 5.084405431705484723e-07 5.126432791153124710e-07 5.177072310134869970e-07 5.238539579033636324e-07 5.313247794918464036e-07 5.399233439709724859e-07 5.514835780734142196e-07 5.606959080483548518e-07 5.928290200627966807e-07 5.739771731239136384e-07 5.573291103973751071e-07 9.783355819963068558e-07 3.121852634601212278e-08 -2.842328496177207034e-08
2.073224040218456596e-07 5.184609861302144032e-07 5.084521399385113479e-07 5.042144628978870314e-07 5.051094893092608881e-07 5.090016908682336603e-07 5.134866852834336549e-07 5.188872631638811626e-07 5.254390920973103350e-07 5.334236228744523347e-07 5.425286139491803821e-07 5.550277905978292810e-07 5.647399318340270486e-07 5.985499994312494271e-07 5.791507094607647729e-07 5.532492121613149444e-07 1.051433996003678958e-06 -9.898962991060779178e-08 1.939986639224125639e-09
1.821849310790738618e-07 5.168171876235436796e-07 5.087550400006108875e-07 5.050657001549154717e-07 5.053598440240554016e-07 5.095863897560136747e-07 5.143629422772051238e-07 5.201144925473290323e-07 5.270857936625216718e-07 5.356084401147364580e-07 5.452253919626992955e-07 5.587304057789144661e-07 5.690062187624694955e-07 6.040360785286773758e-07 5.854488815563581417e-07 5.515989382684810703e-07 1.112353675495614139e-06 -2.127794763744293611e-07 2.377113806418972762e-08
