0.000000000000000000e+00 7.717372890367804454e-05 3.088539547872814020e-04 6.955194384204906868e-04 1.237973631707463317e-03 1.937353094597112427e-03 2.795139567110279180e-03 3.813176000216706146e-03 4.993686959265239943e-03 6.339303943301232390e-03
0.000000000000000000e+00 7.767372890367804314e-05 3.093539547872814141e-04 6.960194384204906447e-04 1.238473631707463383e-03 1.937853094597112493e-03 2.795639567110279246e-03 3.813676000216706212e-03 4.994186959265239575e-03 6.339803943301232023e-03
0.000000000000000000e+00 7.807214925275577819e-05 3.097549350241492281e-04 6.964214840537059914e-04 1.238877549611920635e-03 1.938260872082259514e-03 2.796067989363739976e-03 3.814003180191569402e-03 4.994781667934785827e-03 6.340041172599522601e-03
0.000000000000000000e+00 7.846739855564144469e-05 3.101571411687776007e-04 6.968256527518630703e-04 1.239285473555662475e-03 1.938676417566540010e-03 2.796524481446276827e-03 3.814260464913120027e-03 4.995566501056367299e-03 6.340117487526880993e-03
0.000000000000000000e+00 7.885780786929550226e-05 3.105608363043970256e-04 6.972320422432777727e-04 1.239697594503854023e-03 1.939099705652344834e-03 2.797008299752567085e-03 3.814453904008900924e-03 4.996531906202812678e-03 6.340036818013992763e-03
0.000000000000000000e+00 7.924158838462037262e-05 3.109663035755409299e-04 6.976407701909080345e-04 1.240114208629544690e-03 1.939530681975548156e-03 2.797518232401835763e-03 3.814593051738827435e-03 4.997662620209957114e-03 6.339805611819822675e-03
0.000000000000000000e+00 7.961680563857546921e-05 3.113738446229747390e-04 6.980519708570943590e-04 1.240535715697401375e-03 1.939969240983547725e-03 2.798052483424701403e-03 3.814691467781346906e-03 4.998936625399825508e-03 6.339433512599005997e-03
0.000000000000000000e+00 7.998139011256359644e-05 3.117837698765831586e-04 6.984657862841174613e-04 1.240962605632890377e-03 1.940415193371457106e-03 2.798608533091119163e-03 3.814767167700503381e-03 5.000324047577460636e-03 6.338934203315689866e-03
0.000000000000000000e+00 8.033321222876835049e-05 3.121963761662191494e-04 6.988823495123290801e-04 1.241395422726194932e-03 1.940868227156888459e-03 2.799183023622035978e-03 3.814842661721462060e-03 5.001786587140562117e-03 6.338326156473680396e-03
0.000000000000000000e+00 8.067023962322196582e-05 3.126119106632430761e-04 6.993017605214426344e-04 1.241834701189097707e-03 1.941327877857621951e-03 2.799771767719777885e-03 3.814944062609915750e-03 5.003278446914644940e-03 6.337632749792703780e-03
0.000000000000000000e+00 8.099074586686091795e-05 3.130305304683589666e-04 6.997240629119426750e-04 1.242280884026766190e-03 1.941793534532716518e-03 2.800369985883975187e-03 3.815098950096571569e-03 5.004749536086956253e-03 6.336881118903375798e-03
0.000000000000000000e+00 8.129347531688088885e-05 3.134522773508741805e-04 7.001492348639899721e-04 1.242734260125882536e-03 1.942264499956902670e-03 2.800972770795856492e-03 3.815333467743381533e-03 5.006150439317883297e-03 6.336099681503213656e-03
0.000000000000000000e+00 8.157767220648590395e-05 3.138770816071920905e-04 7.005772014109189465e-04 1.243194951623156344e-03 1.942740088570200528e-03 2.801575604799295873e-03 3.815669859262202888e-03 5.007437145969936658e-03 6.335315254247652662e-03
0.000000000000000000e+00 8.184297555040158953e-05 3.143047888357933489e-04 7.010078604392518771e-04 1.243662948962961142e-03 1.943219720382769865e-03 2.802174720193238971e-03 3.816125348529183885e-03 5.008573705019547621e-03 6.334550968537066076e-03
0.000000000000000000e+00 8.208925805893045927e-05 3.147351915161396589e-04 7.014411088726513676e-04 1.244138164423071397e-03 1.943702982185409886e-03 2.802767233715671661e-03 3.816712277540997445e-03 5.009532603876886564e-03 6.333825444339339153e-03
0.000000000000000000e+00 8.231647944785876355e-05 3.151680523699385743e-04 7.018768614206675853e-04 1.244620479093531008e-03 1.944189656337948864e-03 2.803351123715703847e-03 3.817438861209888380e-03 5.010293821805449944e-03 6.333152890673867004e-03
0.000000000000000000e+00 8.252457969343116777e-05 3.156031161782518811e-04 7.023150616518125753e-04 1.245109774806878915e-03 1.944679732188360662e-03 2.803925147729284181e-03 3.818310010188179400e-03 5.010843532567991511e-03 6.332543600084001960e-03
0.000000000000000000e+00 8.271340792101377292e-05 3.160401117335489164e-04 7.027556882448636640e-04 1.245605952887088351e-03 1.945173414941788088e-03 2.804488766512263764e-03 3.819327954485372215e-03 5.011173002829153421e-03 6.332004465502820770e-03
0.000000000000000000e+00 8.288267421561654712e-05 3.164787461523450168e-04 7.031987592727446511e-04 1.246108944160739720e-03 1.945671142144861148e-03 2.805042107450344407e-03 3.820492583677469189e-03 5.011277899975746450e-03 6.331539335035945779e-03
0.000000000000000000e+00 8.303191389946031162e-05 3.169186925270859874e-04 7.036443364568156561e-04 1.246618713627276314e-03 1.946173614581306463e-03 2.805585983682302043e-03 3.821801479384964988e-03 5.011158086813014174e-03 6.331149120472888067e-03
0.000000000000000000e+00 8.316045981375927616e-05 3.173595703418151392e-04 7.040925303680324989e-04 1.247135261093879500e-03 1.946681846771604676e-03 2.806121981787839358e-03 3.823249601559493109e-03 5.010817978609678411e-03 6.330831600406371627e-03
0.000000000000000000e+00 8.326742749896794821e-05 3.178009167944972793e-04 7.045435063745371027e-04 1.247658616347905019e-03 1.947197240234855133e-03 2.806652632756992394e-03 3.824828538869472650e-03 5.010267609436421139e-03 6.330580842995390221e-03
0.000000000000000000e+00 8.335173565599417916e-05 3.182421470797412830e-04 7.049974888022221813e-04 1.248188823209974698e-03 1.947721674675375377e-03 2.807181676305242884e-03 3.826525178479256439e-03 5.009524644695054728e-03 6.330386159537015889e-03
0.000000000000000000e+00 8.341221762754000594e-05 3.186825059337918052e-04 7.054547555323264791e-04 1.248725900186015147e-03 1.948257585500651331e-03 2.807714388546396662e-03 3.828319692275189163e-03 5.008617530340524898e-03 6.330230592409111408e-03
0.000000000000000000e+00 8.344792254840819310e-05 3.191210287616044901e-04 7.059156062824106619e-04 1.249269760369539368e-03 1.948807931741504147e-03 2.808257805880845330e-03 3.830183192035504277e-03 5.007589289614487564e-03 6.330089407165045284e-03
0.000000000000000000e+00 8.345867120984483856e-05 3.195565618704704802e-04 7.063802854144921126e-04 1.249820092128786165e-03 1.949375882845411079e-03 2.808820420806752791e-03 3.832076762430601958e-03 5.006499345152878692e-03 6.329930181363689796e-03
0.000000000000000000e+00 8.344563444504779276e-05 3.199878937944673502e-04 7.068488777551615700e-04 1.250376276537186471e-03 1.949964170300158518e-03 2.809410921522835503e-03 3.833954910424274259e-03 5.005418438169574602e-03 6.329716749125666869e-03
