-1.102368240467809456e-04 -2.449978262032855274e-05 6.069953273881746603e-06 -1.852619928134104088e-06 -5.393185681973507173e-07 -1.074202219823131715e-06 -1.876660934005056069e-06 -3.001233508667135175e-06 -4.503022243115654966e-06 -6.437791162046228866e-06 -8.862066267650327289e-06 -1.183323813880657327e-05 -1.540966720847865290e-05 -1.965079206429042047e-05 -2.461724113362283306e-05 -3.037094813147095396e-05 -3.697527167137795723e-05 -4.449511945932987933e-05 -5.299707751921407806e-05 -6.254954492288487822e-05 -7.322287453099401988e-05 -8.508952028378827248e-05 -9.822419161964815459e-05 -1.127040156390299308e-04 -1.286087076798579643e-04 -1.460207510191532942e-04 -1.650255864713463805e-04 -1.857118127177211087e-04 -2.081713982655213069e-04 -2.324999060139172624e-04 -2.587967314834765942e-04 -2.871653558593444122e-04 -3.177136150981883789e-04 -3.505539864600698552e-04 -3.858038939502511644e-04 -4.235860342936548228e-04 -4.640287252129955686e-04 -5.072662779538467115e-04 -5.534393961829434105e-04 -6.026956035973148051e-04 -6.551897028074862850e-04 -7.110842683229826044e-04 -7.705501767490061105e-04 -8.337671776287025605e-04 -9.009245087236647520e-04 -9.722215599268918540e-04 -1.047868590454630044e-03 -1.128087504474031832e-03 -1.213118460312086200e-03 -1.303168849056929313e-03
-1.930527243498425115e-04 -4.553376531014690590e-05 9.216236079354241106e-06 -2.521276114552349623e-06 -5.567355443399264747e-07 -1.070597270763813669e-06 -1.842576921279141799e-06 -2.968248089115985144e-06 -4.464656173272865680e-06 -6.394684201813972957e-06 -8.814199444704892694e-06 -1.178062259620318852e-05 -1.535231580848672728e-05 -1.958871957824688537e-05 -2.455046445668830624e-05 -3.029948652474856452e-05 -3.689914703358318504e-05 -4.441435663151901969e-05 -5.291170462544923792e-05 -6.245959375076638731e-05 -7.312838095652543502e-05 -8.499052474493506981e-05 -9.812073964484205324e-05 -1.125961584358507739e-04 -1.284965027915883906e-04 -1.459042630569777621e-04 -1.649048879310728577e-04 -1.855869848910174369e-04 -2.080425322579515512e-04 -2.323671038820321333e-04 -2.586601075059494215e-04 -2.870250379602701241e-04 -3.175697464404686476e-04 -3.504067272316509218e-04 -3.856534233685378343e-04 -4.234325528566680596e-04 -4.638724572309654848e-04 -5.071074743982148525e-04 -5.532783378978493871e-04 -6.025326049223095337e-04 -6.550251156703518207e-04 -7.109184868702295157e-04 -7.703836425893631490e-04 -8.335656083384851422e-04 -9.007102070601735733e-04 -9.766679659206356501e-04 -1.028884613926916991e-03 -1.154696919153229417e-03 -1.260544153668538558e-03 -1.017353927328781826e-03
-2.661973623498830352e-04 -6.930262945020011431e-05 9.164018196825430423e-06 -1.976948481325919299e-06 -6.475035897444449129e-07 -1.104931338237035571e-06 -1.803751479331761054e-06 -2.940935947943167095e-06 -4.431662189453497436e-06 -6.357836739769723300e-06 -8.773351902306020245e-06 -1.173584712619787918e-05 -1.530365562088173426e-05 -1.953622892405734723e-05 -2.449420356379593267e-05 -3.023952261217537074e-05 -3.683555487578316079e-05 -4.434721921914817899e-05 -5.284111390182512358e-05 -6.238565143323361595e-05 -7.305119945064803000e-05 -8.491022816226045933e-05 -9.803746493494691627e-05 -1.125100566456774254e-04 -1.284077404662825606e-04 -1.458130237988047861e-04 -1.648113741345054450e-04 -1.854914196749192501e-04 -2.079451616187229235e-04 -2.322681990946581787e-04 -2.585599678028710491e-04 -2.869239935236744810e-04 -3.174681617469886363e-04 -3.503050047951906942e-04 -3.855520079319822713e-04 -4.233319360920188845e-04 -4.637731830156970048e-04 -5.070101447446073717e-04 -5.531836207009373230e-04 -6.024412213260083027e-04 -6.549378547747661261e-04 -7.108392205041474954e-04 -7.702812315072693483e-04 -8.335430641347521541e-04 -9.005047661667930914e-04 -9.838551871481499012e-04 -9.986729779365918769e-04 -1.199009824756076814e-03 -1.333799957765328947e-03 -5.357552739586116108e-04
-3.258622042648936330e-04 -9.689842584411874956e-05 4.635950615265770416e-06 2.431152974825302737e-07 -8.368569687699708992e-07 -1.179511468100535171e-06 -1.761202504930656221e-06 -2.919267576293252398e-06 -4.404000762018439596e-06 -6.327443948558018894e-06 -8.739666194451829739e-06 -1.169908413111743484e-05 -1.526387617060281920e-05 -1.949352926698677546e-05 -2.444868800533309128e-05 -3.019130741086124836e-05 -3.678476883901479755e-05 -4.429400476398115405e-05 -5.278562819211081447e-05 -6.232806765139181637e-05 -7.299170821238251672e-05 -8.484903909002430855e-05 -9.797480840744582364e-05 -1.124461857422431876e-04 -1.283429331287028186e-04 -1.457475852349107703e-04 -1.647456394920678024e-04 -1.854257570171810587e-04 -2.078799752382974597e-04 -2.322039332058774275e-04 -2.584971106595265744e-04 -2.868630820156495287e-04 -3.174097865350222758e-04 -3.502498160528680349e-04 -3.855007217752892679e-04 -4.232853417698648202e-04 -4.637321509712612200e-04 -5.069756381702733572e-04 -5.531566743496828253e-04 -6.024231585308216508e-04 -6.549289339203082094e-04 -7.108539275509501154e-04 -7.702019689849112782e-04 -8.338913405278938762e-04 -9.002317734911405300e-04 -9.903373973798035301e-04 -9.702642220847448873e-04 -1.244744609403963809e-03 -1.394584853596649021e-03 -1.355167842587157168e-05
-3.693588145246097846e-04 -1.289938560331671926e-04 -5.278874220536510301e-06 4.363926712369885913e-06 -1.134212169851423618e-06 -1.278519072104265797e-06 -1.722239242794854075e-06 -2.902354566976413086e-06 -4.381465497815123511e-06 -6.303601991808870098e-06 -8.713130810909450186e-06 -1.167034308218080352e-05 -1.523298427929045684e-05 -1.946062886943114578e-05 -2.441392676324691258e-05 -3.015485080985584598e-05 -3.674679975841643742e-05 -4.425472511446031099e-05 -5.274526042970545392e-05 -6.228685650335775981e-05 -7.294992259288847480e-05 -8.480697423047037220e-05 -9.793278822404702377e-05 -1.124045654668989758e-04 -1.283021022328925675e-04 -1.457079706799549457e-04 -1.647077093430843187e-04 -1.853900244642922579e-04 -2.078470030730493467e-04 -2.321743388078618964e-04 -2.584715715562395377e-04 -2.868423420861500317e-04 -3.173946629387407181e-04 -3.502412069783522597e-04 -3.854996150834053004e-04 -4.232928249312851998e-04 -4.637494199418272511e-04 -5.070040322478971961e-04 -5.531974719776185101e-04 -6.024790618946729293e-04 -6.549962625879146572e-04 -7.109703395425173711e-04 -7.701080867840992550e-04 -8.347801503407817347e-04 -8.998309934798442988e-04 -9.925040075451432853e-04 -9.574548322357628871e-04 -1.274118841449303763e-03 -1.402154635143641748e-03 3.849465072699106982e-04
-3.953235435035629521e-04 -1.657693519298238972e-04 -2.105660355291921401e-05 1.033450333430161946e-05 -1.531521441586018717e-06 -1.366374560609132094e-06 -1.700883484023231473e-06 -2.888338513707018607e-06 -4.363824939089544497e-06 -6.286325021872575525e-06 -8.693641560731345252e-06 -1.164953400849960685e-05 -1.521087370232911129e-05 -1.943741232313805911e-05 -2.438979289219427027e-05 -3.013001413248832250e-05 -3.672149654687477394e-05 -4.422921610108820900e-05 -5.271983261572604773e-05 -6.226182534550817049e-05 -7.292563441306694483e-05 -8.478380889713130197e-05 -9.791116213151915271e-05 -1.123849348455448205e-04 -1.282849668272321997e-04 -1.456938778364447185e-04 -1.646972585552970714e-04 -1.853838724284150030e-04 -2.078458693156072512e-04 -2.321790119537182895e-04 -2.584829163158122722e-04 -2.868613070510783736e-04 -3.174222892854093592e-04 -3.502786382268696652e-04 -3.855481077123593114e-04 -4.233537627518664526e-04 -4.638243127005926836e-04 -5.070946409129854782e-04 -5.533050037539524735e-04 -6.026093202476552613e-04 -6.551346384912684617e-04 -7.111959171025999948e-04 -7.699877305658298088e-04 -8.362615712365559228e-04 -8.993119348924411005e-04 -9.880081646217037106e-04 -9.694908752302874855e-04 -1.274200713948889230e-03 -1.328838931514038368e-03 5.452083597490067768e-04
-4.033716827277427459e-04 -2.070021779962510607e-04 -4.285333710149041679e-05 1.786231358102746344e-05 -2.006548657366210436e-06 -1.388152281259821125e-06 -1.717743363389111211e-06 -2.874367453541484818e-06 -4.351109286027804446e-06 -6.275651581965496772e-06 -8.681188682677087876e-06 -1.163666687018644064e-05 -1.519754583379807900e-05 -1.942388434746263048e-05 -2.437629093190313290e-05 -3.011680254962935399e-05 -3.670886490834274207e-05 -4.421748403545845696e-05 -5.270935172058295592e-05 -6.225298187029736086e-05 -7.291885215728217962e-05 -8.477955244510018695e-05 -9.790994044434758736e-05 -1.123873052516870252e-04 -1.282915394564231037e-04 -1.457053205469252544e-04 -1.647143024114706977e-04 -1.854073177938626860e-04 -2.078765926341562265e-04 -2.322179733017688819e-04 -2.585311678206560215e-04 -2.869200022849703602e-04 -3.174926937299302199e-04 -3.503621411800293683e-04 -3.856462339352426105e-04 -4.234681975743663507e-04 -4.639568541061726836e-04 -5.072475999069493702e-04 -5.534788946925696396e-04 -6.028159963899180906e-04 -6.553375500684341382e-04 -7.115391437447424194e-04 -7.698677632848038854e-04 -8.382264050222076879e-04 -8.987875241055834352e-04 -9.764494395021403039e-04 -1.008505508683844865e-03 -1.239989136398562952e-03 -1.167449022059244279e-03 4.278584907952409644e-04
-3.938901191267468629e-04 -2.521037527966626208e-04 -7.057429500283000402e-05 2.641813795193400510e-05 -2.525124719634976728e-06 -1.267989085913974467e-06 -1.800364225627675008e-06 -2.856348646392871393e-06 -4.343910691582443528e-06 -6.271640925932520094e-06 -8.675959313864979594e-06 -1.163194855144204787e-05 -1.519321809894183528e-05 -1.942028964202480168e-05 -2.437368827950571470e-05 -3.011550877933359682e-05 -3.670922395590525689e-05 -4.421987599307827810e-05 -5.271419442418046053e-05 -6.226073417782938824e-05 -7.293001733236353923e-05 -8.479468196211092934e-05 -9.792963820878103354e-05 -1.124122322895063086e-04 -1.283224191237566925e-04 -1.457429443189328655e-04 -1.647595363178031014e-04 -1.854611095764777118e-04 -2.079399797127873262e-04 -2.322920916458491580e-04 -2.586172618352089447e-04 -2.870194358586854178e-04 -3.176069624283503479e-04 -3.504928868627577021e-04 -3.857952544142513596e-04 -4.236375003620861113e-04 -4.641484689032020217e-04 -5.074646781215406965e-04 -5.537201498176450021e-04 -6.031037388331481064e-04 -6.555984595173341978e-04 -7.120096569867354064e-04 -7.698182693184965619e-04 -8.403920797544484067e-04 -8.984893658613574141e-04 -9.595356538345117814e-04 -1.068865062028294399e-03 -1.175113967502194878e-03 -9.329241435138552196e-04 7.346488152112917724e-05
-3.683309107520168178e-04 -3.000279756677971159e-04 -1.037738128702463038e-04 3.519399607620305945e-05 -3.042429688954965267e-06 -9.096577538226548187e-07 -1.982199754488322974e-06 -2.828611624042937089e-06 -4.343689809553630266e-06 -6.274158182192728084e-06 -8.678277339117627942e-06 -1.163568070021436807e-05 -1.519821559057762950e-05 -1.942699290505278675e-05 -2.438238346543983304e-05 -3.012656913681764637e-05 -3.672304928629271936e-05 -4.423690921923940922e-05 -5.273492204834091812e-05 -6.228569036507980439e-05 -7.295978775847394848e-05 -8.482990821830418970e-05 -9.797102267282767341e-05 -1.124605435407453891e-04 -1.283784979578608820e-04 -1.458077104314788042e-04 -1.648339957341302120e-04 -1.855463629148422500e-04 -2.080372313800586681e-04 -2.324026600801429310e-04 -2.587425909094456800e-04 -2.871611076921756767e-04 -3.177667110977923370e-04 -3.506726173973413740e-04 -3.859970420941813418e-04 -4.238637164072911467e-04 -4.644012491273503962e-04 -5.077485697018643829e-04 -5.540302587007800428e-04 -6.034785980610878064e-04 -6.559113983858819164e-04 -7.126147843500713064e-04 -7.699486410855591045e-04 -8.423169595071361426e-04 -8.987567084374273318e-04 -9.410055479857556970e-04 -1.137304811376610436e-03 -1.091697046242540159e-03 -6.616010952588263772e-04 -3.973700868616023008e-04
-3.296532001039634112e-04 -3.492095594786387208e-04 -1.414998838191339897e-04 4.311596391105149140e-05 -3.509382838443736441e-06 -2.089068575519652249e-07 -2.296973927532093562e-06 -2.784038659692233963e-06 -4.353024863372988162e-06 -6.282516205027323386e-06 -8.688426110322125528e-06 -1.164800728191243973e-05 -1.521270429022739124e-05 -1.944418175725028120e-05 -2.440258055446710428e-05 -3.015020754053646113e-05 -3.675058492372436370e-05 -4.426884924600173188e-05 -5.277182286246052956e-05 -6.232816286239582781e-05 -7.300850157184075873e-05 -8.488559675121076786e-05 -9.803448863113933820e-05 -1.125326650883093360e-04 -1.284602355526714978e-04 -1.459001144221878932e-04 -1.649382148042784213e-04 -1.856636534744750267e-04 -2.081689680162000788e-04 -2.325503472030282515e-04 -2.589078756807007553e-04 -2.873457947802013357e-04 -3.179727771471935194e-04 -3.509022385614068984e-04 -3.862525633070781894e-04 -4.241479386723999434e-04 -4.647161723292450586e-04 -5.081010342549291403e-04 -5.544092048632223713e-04 -6.039448840950180364e-04 -6.562722508985166514e-04 -7.133528727481380782e-04 -7.703831623252083149e-04 -8.434958355094598903e-04 -8.999624117423665748e-04 -9.257781633985190384e-04 -1.195816836017042639e-03 -1.007418749828216387e-03 -4.029299009067066617e-04 -8.097680817472918680e-04
