-1.810297163907002450e-05 -1.582529810321454955e-05 -1.370381422449093445e-04 -4.961821454865858461e-04 -1.299489322534770619e-03
-3.415952627183089249e-05 -1.532152308267135943e-05 -1.356031035061391887e-04 -4.888503683832638724e-04 -1.240059589031845821e-03
-4.993364774649626997e-05 -1.469398026098141241e-05 -1.328332045830646346e-04 -4.743457525887284643e-04 -1.121948845506523518e-03
-6.525652185086511931e-05 -1.393816768241289139e-05 -1.286427602532648484e-04 -4.525374176300271667e-04 -9.461115381136017688e-04
-7.989626512379694877e-05 -1.304332862079107813e-05 -1.228737173162054719e-04 -4.231888085656915210e-04 -7.142694533254639877e-04
-9.348581694470356669e-05 -1.198786005003789346e-05 -1.152364930184675285e-04 -3.858908534828189851e-04 -4.296914512103774952e-04
-1.053382452357096150e-04 -1.072800836371054500e-05 -1.051657315870174747e-04 -3.399828730145104672e-04 -1.002605575051440656e-04
-1.141553073536875521e-04 -9.191651630328229183e-06 -9.172616887278065012e-05 -2.854379516707764020e-04 2.467797624620196584e-04
-1.198481334442938316e-04 -7.439813422653596131e-06 -7.557182790411676176e-05 -2.275291597661661946e-04 5.591213807544168080e-04
-1.234001714887018918e-04 -5.582314776774593978e-06 -5.800359349598244174e-05 -1.703942869500166268e-04 8.189622352675965389e-04
-1.253400195140135767e-04 -3.673978825127766079e-06 -3.967142025427736196e-05 -1.157056025113227526e-04 1.022666053040077738e-03
-1.259426018803163196e-04 -1.746006628534912952e-06 -2.093586390935694985e-05 -6.428985748178558945e-05 1.169409940148719018e-03
-1.253621661565522047e-04 1.799809202108343387e-07 -2.035829439157171850e-06 -1.664608327351171924e-05 1.259044537697442956e-03
-1.236857351858438496e-04 2.086347000343491409e-06 1.684501227136939172e-05 2.687457933661999143e-05 1.291559134144297516e-03
-1.209553965036326849e-04 3.956568446230462888e-06 3.554574083519668193e-05 6.599033884092248003e-05 1.266910359179806989e-03
-1.171762470821062306e-04 5.773133989413897771e-06 5.390680712384979256e-05 1.004450105628086620e-04 1.184962785097283533e-03
-1.123146884151296254e-04 7.515196926830350344e-06 7.174914064068255160e-05 1.299744208662599598e-04 1.045480948095874052e-03
-1.062850393076695491e-04 9.154782610602124615e-06 8.884336830892319847e-05 1.542673548420546437e-04 8.481756928715653010e-04
-9.891182278916408731e-05 1.064868127575134549e-05 1.048465456654525119e-04 1.728979704102746873e-04 5.928934796690654707e-04
-8.981842207244655925e-05 1.191585255638782925e-05 1.191276077983881299e-04 1.851682085324476978e-04 2.804599878066665886e-04
-7.803424925602588601e-05 1.275423177377055239e-05 1.301214455811175452e-04 1.897651671056918565e-04 -8.108401133367915126e-05
-6.290071766330207405e-05 1.294202589896542577e-05 1.360867280989462580e-04 1.892714407533968579e-04 -4.288838404558695250e-04
-4.636385559099946680e-05 1.278806740458160451e-05 1.393904508884928617e-04 1.891862972341860905e-04 -7.272882028949087529e-04
-2.916438935011304707e-05 1.241729398943937357e-05 1.409726702411885635e-04 1.910615726760031552e-04 -9.700280054196069868e-04
-1.164802833087455492e-05 1.188487254524459025e-05 1.412351441316163358e-04 1.954928705012806689e-04 -1.154749093115491065e-03
5.972028750761156572e-06 1.122083693716816044e-05 1.403833052350915434e-04 2.027526869349920158e-04 -1.280204170548360221e-03
2.353603423746888446e-05 1.044354987325170347e-05 1.385279873228097147e-04 2.129563163575896867e-04 -1.345708461072119000e-03
4.090448420765128306e-05 9.564887775629152267e-06 1.357229877313771704e-04 2.261168231695691311e-04 -1.350991870312803766e-03
5.793858465411234790e-05 8.592557935126893254e-06 1.319794447705302520e-04 2.421602109711692985e-04 -1.296165931248677294e-03
7.448319133287833148e-05 7.531163512852420694e-06 1.272683630219283157e-04 2.609172042786316037e-04 -1.181751574882664024e-03
9.034479631036164556e-05 6.382552067833377474e-06 1.215131094302254744e-04 2.820889071923592117e-04 -1.008783630428257416e-03
1.052535326717923933e-04 5.145545542347210177e-06 1.145671329216210732e-04 3.051635368288979633e-04 -7.790942124584754325e-04
1.187832193628859061e-04 3.814851626874476986e-06 1.061606922656728458e-04 3.292100035181232121e-04 -4.961664974855797827e-04
1.301658306430013333e-04 2.379235194849976809e-06 9.577928390121573377e-05 3.523042495842503008e-04 -1.683412271800757698e-04
1.381190559713746943e-04 8.301046354186603082e-07 8.261530894047158791e-05 3.702641708205264837e-04 1.779157756232191412e-04
1.425882903317605293e-04 -7.869839223784841353e-07 6.694014271229828394e-05 3.796380246783997991e-04 4.949894961011266914e-04
1.445916260442211415e-04 -2.421123290432397601e-06 4.969672946385228496e-05 3.809304685663782164e-04 7.631211719927727399e-04
1.447387631023125095e-04 -4.044914921076323000e-06 3.143297782046139410e-05 3.749271290113959099e-04 9.772514700457854420e-04
1.433632867868552257e-04 -5.640977394992530147e-06 1.247035972179802443e-05 3.621590704732287336e-04 1.135886559905985305e-03
1.406605700731377283e-04 -7.195589008236052964e-06 -6.972182274491561804e-06 3.429858243494954273e-04 1.238531005284496112e-03
1.367486182076065656e-04 -8.695929453569201106e-06 -2.672333813461685859e-05 3.176646210408633209e-04 1.284979670059686885e-03
1.316950975508032154e-04 -1.012841680911313880e-05 -4.663113505738378239e-05 2.863901218260085646e-04 1.275072345949625208e-03
1.255285982097534563e-04 -1.147716339442231281e-05 -6.654372179233994378e-05 2.493184716370819287e-04 1.208595560588519857e-03
1.182400706579096240e-04 -1.272187467805246941e-05 -8.629034353365913623e-05 2.065845622463945153e-04 1.085244691983969223e-03
1.097739312053947841e-04 -1.383412780710767398e-05 -1.056535087098353642e-04 1.583191577790646343e-04 9.046265794332569721e-04
9.999967918463893875e-05 -1.476925873282811108e-05 -1.243128836405267557e-04 1.046763998123409478e-04 6.663311919618414292e-04
8.862597035525017117e-05 -1.544385229522264591e-05 -1.416931145261576819e-04 4.590865703092000816e-05 3.702667635920656175e-04
7.485192725400215640e-05 -1.564466022004572243e-05 -1.563475889578315459e-04 -1.725374435782023319e-05 1.898573752871779430e-05
5.637050558156169372e-05 -1.469910486918794834e-05 -1.635390948604292793e-04 -7.903188806190203364e-05 -3.402538391616902191e-04
3.629098881948975583e-05 -1.324169804463315447e-05 -1.669276083560537749e-04 -1.349458373966702651e-04 -6.478992291495191957e-04
1.562578510649880874e-05 -1.150417904557596294e-05 -1.679788028051548698e-04 -1.848828408044476956e-04 -8.983279603445235018e-04
-5.222655772378620403e-06 -9.573569673688997472e-06 -1.672287293701529842e-04 -2.288162068247480418e-04 -1.089702883117382726e-03
-2.601726958287003656e-05 -7.495189646761560298e-06 -1.649370277719414135e-04 -2.667007714465263746e-04 -1.221035831636213542e-03
-4.658072776668998157e-05 -5.297146636162874955e-06 -1.612430888247654015e-04 -2.984704320545955580e-04 -1.291776442313777307e-03
-6.675527371840638685e-05 -2.998949897966424194e-06 -1.562188732826437498e-04 -3.240369280248997508e-04 -1.301721130554198136e-03
-8.637984037061925116e-05 -6.153797087356249751e-07 -1.498891313720628060e-04 -3.432845588423223682e-04 -1.251002997020897456e-03
-1.052697666207463335e-04 1.841385723516317241e-06 -1.422369098875025939e-04 -3.560590855196422988e-04 -1.140125729605485916e-03
-1.231898528824469337e-04 4.360262160163497214e-06 -1.331983035823373906e-04 -3.621471149291115299e-04 -9.700604212264651860e-04
-1.398068444911490982e-04 6.929667870313876987e-06 -1.226430046588726508e-04 -3.612379128797478522e-04 -7.424988856163244888e-04
-1.545876470051059880e-04 9.534773437354371328e-06 -1.103264146730259521e-04 -3.528534889346325587e-04 -4.606207299756512330e-04
-1.665545947734899720e-04 1.215034745703086339e-05 -9.578051721939595531e-05 -3.362713223190837153e-04 -1.320623093644113233e-04
-1.739999797918418832e-04 1.472155081408410560e-05 -7.829808430012685783e-05 -3.113104652666745520e-04 2.175802201860449481e-04
-1.768996588559835527e-04 1.718862359336575940e-05 -5.845287808676699615e-05 -2.823616207105542064e-04 5.383256810883307875e-04
-1.767100857252612610e-04 1.954402136334666695e-05 -3.737612646464993915e-05 -2.533281843932720656e-04 8.100142843045846086e-04
-1.742597165647810219e-04 2.178754594840681680e-05 -1.565917612243727941e-05 -2.258652358066506882e-04 1.027774419844182385e-03
-1.699962500892115503e-04 2.391629992549298978e-05 6.365644677881754365e-06 -2.007717079501696034e-04 1.190237444249356291e-03
-1.641853139293780045e-04 2.592446441440458826e-05 2.847687727343048425e-05 -1.784957352251523299e-04 1.296992658216790384e-03
-1.569943370829211273e-04 2.780331536573511786e-05 5.050367395006971627e-05 -1.593131666435335103e-04 1.347906181651571667e-03
-1.485300032627224110e-04 2.954077352721254379e-05 7.229628630196771599e-05 -1.434012541125517792e-04 1.342890616944661386e-03
-1.388555005863978116e-04 3.112033523853217909e-05 9.370706617022744878e-05 -1.308717546053828062e-04 1.281818118775757132e-03
-1.279968382339364847e-04 3.251900979668771730e-05 1.145728895685857451e-04 -1.217840425969049512e-04 1.164495595735635936e-03
-1.159403439165608703e-04 3.370329582353705222e-05 1.346913164373929328e-04 -1.161433821372723219e-04 9.906884126521450784e-04
-1.026175383385406666e-04 3.462055768504654352e-05 1.537763969856990875e-04 -1.138781519436152245e-04 7.602323748265166214e-04
-8.786010828441855719e-05 3.517725756866860176e-05 1.713521749229923730e-04 -1.147620574438838748e-04 4.734403832271430468e-04
-7.125308370534204567e-05 3.516818953573988549e-05 1.864086888490809613e-04 -1.180999837920998496e-04 1.331157110671318811e-04
-5.173092931970957287e-05 3.403012793285788151e-05 1.961638124585926568e-04 -1.207555700306929547e-04 -2.366623518642932411e-04
-3.051514434413456748e-05 3.199555196610644192e-05 2.015132367458351281e-04 -1.180992346264883586e-04 -5.645251864935668662e-04
-8.755279571454799477e-06 2.948667208355244818e-05 2.044095508259256844e-04 -1.102444417999323689e-04 -8.371096564625951642e-04
1.310970314761062659e-05 2.666008080833177918e-05 2.055607106385588800e-04 -9.742420750846053634e-05 -1.051254178805062500e-03
3.483371902420906582e-05 2.359256709366305826e-05 2.052930641199615658e-04 -7.980943055675704390e-05 -1.205497333677557625e-03
5.623709317653872021e-05 2.032909357768154790e-05 2.037746073862874152e-04 -5.754510139523855150e-05 -1.299014135994806807e-03
7.716147505459837637e-05 1.689888198002677255e-05 2.010876614540815788e-04 -3.077454846813973410e-05 -1.331382466958325184e-03
9.744569630391554025e-05 1.332217154574079354e-05 1.972558960389864113e-04 3.424505546564815539e-07 -1.302522626406170392e-03
1.169054554698683841e-04 9.613499388294935444e-06 1.922517243229393546e-04 3.561008907936383250e-05 -1.212697838193665945e-03
1.353072608515334182e-04 5.783432068117919100e-06 1.859899769388780044e-04 7.476704556865290674e-05 -1.062564597283273404e-03
1.523234325543501924e-04 1.839504232079708368e-06 1.783037364398824820e-04 1.174301962938405219e-04 -8.533219198440661346e-04
1.674362968186439372e-04 -2.213234263286761871e-06 1.688829898961567710e-04 1.629633228674813583e-04 -5.871682628054084030e-04
1.796950095372426115e-04 -6.371113366647473963e-06 1.571138950230734077e-04 2.100940798907546814e-04 -2.690723985672230367e-04
1.871462587903791953e-04 -1.062115291033081943e-05 1.417271079038537329e-04 2.555757582957222940e-04 8.373765807608013478e-05
1.887586464537097336e-04 -1.488943167770803711e-05 1.222830093435961496e-04 2.939437075066726746e-04 4.177320983322421744e-04
1.866026243641465522e-04 -1.911203716270341857e-05 1.004134996370163735e-04 3.246823886625983813e-04 7.040845273488111067e-04
1.818592590361919729e-04 -2.326130533336114026e-05 7.701986344784556016e-05 3.483437085203440475e-04 9.366825994178290538e-04
1.751260010916859627e-04 -2.731939722846847551e-05 5.257442667289113913e-05 3.653081844216220231e-04 1.113992350871548243e-03
1.667473789493396485e-04 -3.127059790463196376e-05 2.737246910347254647e-05 3.758138396050825225e-04 1.235612339778147106e-03
1.569414070049265475e-04 -3.509853958148269337e-05 1.628144932756814267e-06 3.800090253069272894e-04 1.301458970860813746e-03
1.458531909064273455e-04 -3.878446426129784907e-05 -2.448239627378737127e-05 3.779808765261363779e-04 1.311510772631717392e-03
1.335800721624605012e-04 -4.230540472711756539e-05 -5.079645282296194053e-05 3.697688680439660536e-04 1.265717895413055738e-03
1.201834473106093540e-04 -4.563156204092505552e-05 -7.714560536481451791e-05 3.553691361866014031e-04 1.163980747786667880e-03
1.056924419123150133e-04 -4.872178014499878307e-05 -1.033337488828937889e-04 3.347310528800905016e-04 1.006182013457000701e-03
9.009968876609429503e-05 -5.151457757395123960e-05 -1.291011734721528303e-04 3.077440218351469581e-04 7.923119332110123425e-04
7.334360884674628639e-05 -5.390742087190217302e-05 -1.540467302733328214e-04 2.742083992360519473e-04 5.228759304774788230e-04
5.525666303110493479e-05 -5.569851588875865400e-05 -1.774098397620688106e-04 2.337951694915338385e-04 2.005775918256236245e-04
3.546687435102393785e-05 -5.641373460124610162e-05 -1.973765479181890936e-04 1.864592602485969086e-04 -1.588398738091786888e-04
1.443375127788712890e-05 -5.586968259560856631e-05 -2.127452666820274507e-04 1.373511553307733835e-04 -4.930649089559049902e-04
-6.896872920091087390e-06 -5.459048180815606610e-05 -2.250866973169882157e-04 9.053680785909776207e-05 -7.763053088674157221e-04
-2.813975333228981490e-05 -5.281036819867503118e-05 -2.351441419430992663e-04 4.728377152902335512e-05 -1.002954163076177907e-03
-4.908458065493471740e-05 -5.064014998673246892e-05 -2.432563314991482983e-04 8.157437704856690397e-06 -1.170801366080873041e-03
-6.957785114360352915e-05 -4.814065827337017656e-05 -2.495887429518131584e-04 -2.651466726020373921e-05 -1.278682524198514192e-03
-8.948225552762636959e-05 -4.534770508777923037e-05 -2.542128653722323939e-04 -5.650865826251419421e-05 -1.325974075574998245e-03
-1.086557106521325952e-04 -4.228204242202708574e-05 -2.571353131398321223e-04 -8.165162175100687536e-05 -1.312449219713338056e-03
-1.269340910534332272e-04 -3.895352320235426213e-05 -2.583052358329784859e-04 -1.017949289033523441e-04 -1.238241462151748462e-03
-1.441095124654829032e-04 -3.536223470235536070e-05 -2.576067608588243629e-04 -1.167962541086739470e-04 -1.103864951576424835e-03
-1.598939152035658816e-04 -3.149706418155082122e-05 -2.548325812197146933e-04 -1.265025414699146034e-04 -9.103091582117611713e-04
-1.738445640737477644e-04 -2.733029378393196651e-05 -2.496198249179737427e-04 -1.307284693451565838e-04 -6.593258184450570547e-04
-1.851814622728249467e-04 -2.280275011123239493e-05 -2.412869086036821542e-04 -1.292315465746124437e-04 -3.544407727259640817e-04
-1.922796653901344638e-04 -1.778409330773465802e-05 -2.283921927348046832e-04 -1.218109584533930145e-04 -5.933921221744353769e-06
-1.927636244741009943e-04 -1.212542639289319879e-05 -2.090655013809519791e-04 -1.103774175158639403e-04 3.434131861058814517e-04
-1.885871441741640510e-04 -6.107662528644780542e-06 -1.856630427275289541e-04 -9.966453602452268745e-05 6.480327120953477404e-04
