-4.252211550931017593e-05 -9.564046069251378596e-06 1.198357949477348028e-06 -4.690348409278760622e-06 -9.723667049873346846e-06 -1.915616547111878565e-05 -3.337392351581043581e-05 -5.345723969347841720e-05 -8.055783439942301727e-05 -1.159144638895118207e-04 -1.608704858058924991e-04 -2.168938459165756227e-04 -2.856000529787676434e-04 -3.687788338474357053e-04 -4.684253224139268978e-04 -5.867768448963167627e-04 -7.263566357470080392e-04 -8.900261740590678650e-04 -1.081144080321498613e-03 -1.302780418446933264e-03
-7.597309972256989551e-05 -1.735910000745001514e-05 2.876982912103885626e-06 -5.082855088779300590e-06 -9.690193330306323682e-06 -1.911112687904593932e-05 -3.331681424607012276e-05 -5.339313389381150632e-05 -8.048669187080137455e-05 -1.158375003851817853e-04 -1.607891371589315055e-04 -2.168099534371852044e-04 -2.855159734752275857e-04 -3.686873900840791085e-04 -4.683113753588367956e-04 -5.884084116170307244e-04 -7.195222778657028861e-04 -8.999362539227270807e-04 -1.098970355050708780e-03 -1.194478160061830663e-03
-1.080440491691442311e-04 -2.555264673470081585e-05 4.090295458517891058e-06 -5.310753518576218080e-06 -9.685377916106990837e-06 -1.909504802747978569e-05 -3.328792922382105279e-05 -5.336593876505493772e-05 -8.046051151478633701e-05 -1.158151711815116891e-04 -1.607738809594021212e-04 -2.168062615971778906e-04 -2.855252518868638123e-04 -3.687155716105249004e-04 -4.682947652275525063e-04 -5.916749100840154596e-04 -7.069819219367862173e-04 -9.189501629687166218e-04 -1.132253965268288642e-03 -9.890037475509261267e-04
-1.380796062035994612e-04 -3.434281614187687653e-05 4.618658504806742726e-06 -5.284297421821911034e-06 -9.715078764727796967e-06 -1.911101308041569802e-05 -3.328787547087104504e-05 -5.337711168527242700e-05 -8.048099917322415475e-05 -1.158495730075419228e-04 -1.608271992901214031e-04 -2.168865623884200233e-04 -2.856255027890025611e-04 -3.688939576539963794e-04 -4.683721657856888820e-04 -5.961129149741097033e-04 -6.905239739388585596e-04 -9.448590510925183872e-04 -1.175580017334421079e-03 -7.083244999297258482e-04
-1.654249514192195926e-04 -4.392260120139818494e-05 4.242143544117352172e-06 -4.918987232465504844e-06 -9.784759540085868901e-06 -1.916131042830823694e-05 -3.331771118389795228e-05 -5.342820381408139307e-05 -8.055001237917969181e-05 -1.159430219994962707e-04 -1.609517377239924607e-04 -2.170553382685701249e-04 -2.858122468570520325e-04 -3.692641795953049977e-04 -4.685380824638180064e-04 -6.010336437280508481e-04 -6.728029957667122640e-04 -9.743345111028478556e-04 -1.220905179083631165e-03 -3.850344838875058295e-04
-1.894981514063993748e-04 -5.445627915499516233e-05 2.764632731157116996e-06 -4.147158229523585649e-06 -9.898417627047031986e-06 -1.924640366593802221e-05 -3.337860294121836047e-05 -5.352016852129895530e-05 -8.066873980032071567e-05 -1.160970802728637785e-04 -1.611490463113707250e-04 -2.173162489002150588e-04 -2.860787114214412286e-04 -3.698702162452105480e-04 -4.687856144271890235e-04 -6.056009070281899442e-04 -6.570391842036921171e-04 -1.003252292334916307e-03 -1.258467239436580898e-03 -5.885210906886317872e-05
-2.098710221522727295e-04 -6.605408042023456008e-05 4.085770476808248119e-08 -2.929911860328170137e-06 -1.005766754599672630e-05 -1.936421592631590305e-05 -3.347160063463423818e-05 -5.365291107050501607e-05 -8.083717133475915029e-05 -1.163119288080938230e-04 -1.614187512435638627e-04 -2.176710215183903785e-04 -2.864170744924024459e-04 -3.707467514319495727e-04 -4.691092669951574257e-04 -6.089890445995331525e-04 -6.464171260494450122e-04 -1.027409285028535457e-03 -1.278600836584785350e-03 2.304713750873807476e-04
-2.262884461357525263e-04 -7.876634553466172611e-05 -4.017107331268261750e-06 -1.259776577358824590e-06 -1.026175765996874267e-05 -1.951027520930882775e-05 -3.359779988790743965e-05 -5.382551153722443804e-05 -8.105437733121195754e-05 -1.165867102427796398e-04 -1.617589380345646477e-04 -2.181197669675373485e-04 -2.868210094977043101e-04 -3.719112957592009272e-04 -4.695091519059113594e-04 -6.105421829338195105e-04 -6.434869617037777823e-04 -1.043276711144611180e-03 -1.273533760380481106e-03 4.503110894651871088e-04
-2.386178833099771870e-04 -9.259847463176547333e-05 -9.456773403681076329e-06 8.458341312833281278e-07 -1.050835373538928919e-05 -1.967836207457558662e-05 -3.375880354625215851e-05 -5.403689023651507550e-05 -8.131932407740363744e-05 -1.169205183179609919e-04 -1.621673357684629002e-04 -2.186623591740773087e-04 -2.872881252858443257e-04 -3.733630632327608612e-04 -4.699947932961801023e-04 -6.098508825452646220e-04 -6.498845411212761380e-04 -1.048375278411034506e-03 -1.238212570299886128e-03 5.785060269853856130e-04
-2.467825955661654726e-04 -1.075293977812695999e-04 -1.630773413810633621e-05 3.351972573438846692e-06 -1.079431557273607956e-05 -1.986092822052996920e-05 -3.395721359327440181e-05 -5.428640255247980939e-05 -8.163161592408818557e-05 -1.173133040293719564e-04 -1.626423831524170804e-04 -2.192997886042401257e-04 -2.878215297837070918e-04 -3.750848643131673987e-04 -4.705880195643649677e-04 -6.067577322367463666e-04 -6.663214238366160780e-04 -1.041299435440283527e-03 -1.170310379315593619e-03 6.033249683724262180e-04
