4.999999999999999774e-07 4.999999999999999774e-07 4.999999999999999774e-07 4.999999999999999774e-07 4.999999999999999774e-07 4.999999999999999774e-07 4.999999999999999774e-07 4.999999999999999774e-07 4.999999999999999774e-07
4.981044188932899249e-07 5.011762842413781437e-07 5.024547598584303655e-07 5.047014853485675043e-07 5.093329821761472112e-07 5.341067041531562270e-07 4.126159698363178618e-07 7.336504034545465076e-07 3.046751579480186576e-07
4.942923300244482256e-07 5.026504838451421807e-07 5.050070995508914407e-07 5.095332217941003446e-07 5.186520289204755213e-07 5.677040636762651786e-07 3.294553602372650888e-07 9.606789386713646760e-07 1.120324261033076757e-07
4.884527270238316976e-07 5.044474985809797104e-07 5.076860607494972787e-07 5.146440596419028109e-07 5.279322630005819049e-07 6.002160564516143538e-07 2.550858750179473131e-07 1.173803749567290188e-06 -7.486988185827704479e-08
4.804170618911440303e-07 5.065950903388000763e-07 5.105192662964125417e-07 5.201859547013946204e-07 5.371256497075541351e-07 6.309327542364226551e-07 1.947216393597943461e-07 1.364466943872684351e-06 -2.521999475182136071e-07
4.699919381538184081e-07 5.091157242813573415e-07 5.135269519550666767e-07 5.263042309087125493e-07 5.461443833141068256e-07 6.589468187671504935e-07 1.543797181483819010e-07 1.522383479875423081e-06 -4.149619780188420162e-07
4.570311685946860682e-07 5.120108840007679619e-07 5.167111450760193511e-07 5.331110925570961415e-07 5.548440749943280251e-07 6.831339106336814933e-07 1.406161952129610626e-07 1.635719344899948089e-06 -5.568212612424621760e-07
4.415539756043370436e-07 5.152388712997507002e-07 5.200418924805375910e-07 5.406403876367827766e-07 5.630218979182768563e-07 7.022616496600767246e-07 1.594370068140970989e-07 1.692689189901430219e-06 -6.706219883942977718e-07
4.238598377680385249e-07 5.186987119829237022e-07 5.234508856399734930e-07 5.488045710830137837e-07 5.704556956096037772e-07 7.153052631545439005e-07 2.143148449203601530e-07 1.684976918609296932e-06 -7.500857703414370456e-07
4.045223006683965083e-07 5.222421861881153091e-07 5.268470878470853613e-07 5.574008854051613582e-07 5.769894947517286625e-07 7.218686203800910150e-07 3.043939526341436869e-07 1.611402443753574943e-06 -7.922153015566970888e-07
3.842077508705978420e-07 5.257165621830543494e-07 5.301512443512527895e-07 5.661858210825722633e-07 5.826120084669722072e-07 7.223798933314397269e-07 4.246158894956589742e-07 1.478611907604090146e-06 -7.985626779725620603e-07
3.634537822893721271e-07 5.290051784519741089e-07 5.333225485859939022e-07 5.749621643921828949e-07 5.874640591027699262e-07 7.178825183964105147e-07 5.678222751685365863e-07 1.297986729636458582e-06 -7.742165048490615689e-07
3.425675827849334082e-07 5.320380700337843112e-07 5.363609726898616945e-07 5.836164552292962516e-07 5.917860182330885267e-07 7.096501414293037605e-07 7.269802336186836249e-07 1.081678654883430611e-06 -7.256702591061121572e-07
3.216471355935524697e-07 5.347790390246438244e-07 5.392948938978809389e-07 5.921084170190441075e-07 5.958623995982297877e-07 6.989153344387214852e-07 8.962575090355565604e-07 8.403118051316045362e-07 -6.592257633331775944e-07
3.006444069881227677e-07 5.372072302043002057e-07 5.421685535926109668e-07 6.004449845765379742e-07 5.999944850124853499e-07 6.867786431539099765e-07 1.071089062545461825e-06 5.824781502558260502e-07 -5.803794321008272193e-07
2.794181146491420007e-07 5.393020269974542551e-07 5.450349802804457433e-07 6.086588261314812468e-07 6.044998077008489651e-07 6.742331889878598444e-07 1.247793109222109224e-06 3.151690163629718422e-07 -4.938585786016098424e-07
2.577646682605232924e-07 5.410315095258451899e-07 5.479539021128693103e-07 6.167950334438645864e-07 6.097292554115788067e-07 6.622426432049009607e-07 1.423064606102742256e-06 4.453271529380644484e-08 -4.039532609234017365e-07
2.354340403611422663e-07 5.423417719314502525e-07 5.509927300025407705e-07 6.249030000031492890e-07 6.160960361884296109e-07 6.518469060734486126e-07 1.593420191831132380e-06 -2.232350018020313082e-07 -3.149845520480491886e-07
2.121441618446228460e-07 5.431441827224491259e-07 5.542285790604073597e-07 6.330286445070466831e-07 6.241134189831429420e-07 6.442941013280341631e-07 1.754529618716390575e-06 -4.808031958802959973e-07 -2.318962907660569885e-07
1.876182161646131992e-07 5.432988550800141502e-07 5.577479764977733555e-07 6.411999427919568524e-07 6.344324048680585641e-07 6.411993812586501682e-07 1.900312485963946697e-06 -7.182364419691940622e-07 -1.610128989959214485e-07
1.616952224988634202e-07 5.425979346154316117e-07 5.616360987605253918e-07 6.493940292815626694e-07 6.478423788277458547e-07 6.446849304531878422e-07 2.021771031767956822e-06 -9.210722683017448434e-07 -1.108916799153678447e-07
1.345943135869218789e-07 5.407705287115451575e-07 5.659385688215533401e-07 6.574731010388308453e-07 6.651259764787401517e-07 6.572876020649933291e-07 2.106171369327549397e-06 -1.068841626395597477e-06 -9.259032705133419911e-08
1.073131227706176138e-07 5.375628333623267181e-07 5.705848242985918132e-07 6.651151416511734848e-07 6.866063517493847426e-07 6.811427722993656569e-07 2.138972608328716896e-06 -1.137779138615367383e-06 -1.172987519355193496e-07
8.166522860872187224e-08 5.329081340027289081e-07 5.753389636718771341e-07 6.718777701576161181e-07 7.115754689959122701e-07 7.163603422694594581e-07 2.111300706849783931e-06 -1.112506289604673090e-06 -1.898015991668360520e-07
5.936641443608823917e-08 5.269954451632666474e-07 5.799101064653458955e-07 6.774761955005212086e-07 7.384976800807614717e-07 7.604234874915076220e-07 2.027238799382328726e-06 -9.983070196343442280e-07 -3.037878277289913370e-07
4.110662781465415561e-08 5.200893291355257430e-07 5.841284703631712909e-07 6.819586923676613939e-07 7.660255703957727119e-07 8.099269293004243000e-07 1.900183126605753941e-06 -8.162720092135132078e-07 -4.465917281911883054e-07
2.670174277421653601e-08 5.123452360793047653e-07 5.879711860092438866e-07 6.855855273147364397e-07 7.935271297890538072e-07 8.623010470523846187e-07 1.743990422430402147e-06 -5.892119963299230463e-07 -6.064982927387821195e-07
1.566983513791480878e-08 5.037759671007292740e-07 5.914899157823396617e-07 6.886619188361247475e-07 8.209199996523154959e-07 9.160652634984773992e-07 1.568986509452532446e-06 -3.348655759791999143e-07 -7.751546447820194768e-07
7.571023237331148633e-09 4.942806407074013081e-07 5.947551674160230954e-07 6.914708211343361407e-07 8.484011810776702175e-07 9.704446601743579896e-07 1.382170505231982975e-06 -6.600748691317767678e-08 -9.468033687669888857e-07
2.119728206331233300e-09 4.836647092383971187e-07 5.978339957984986873e-07 6.942723943493184897e-07 8.762976264591405050e-07 1.025010743484088898e-06 1.188465959591457702e-06 2.075293798519566737e-07 -1.116989767345926032e-06
-7.904437825602773318e-10 4.716393538921497756e-07 6.007842811496314160e-07 6.973274003477936899e-07 9.050090091467214397e-07 1.079441787975547810e-06 9.918806688561361688e-07 4.768354160551518718e-07 -1.281460545022135571e-06
-1.077047473418380562e-09 4.578087245087848699e-07 6.036533696609557708e-07 7.009279359738210117e-07 9.349831610564459087e-07 1.133326469391537804e-06 7.965656251778232947e-07 7.319819912940526128e-07 -1.435134371097829646e-06
1.542266993294634864e-09 4.416685542882605645e-07 6.064738782463581984e-07 7.054278129352390823e-07 9.666631375904588316e-07 1.185905796052813146e-06 6.080899775587852102e-07 9.597482578937806211e-07 -1.570868142350984321e-06
7.526726799016889984e-09 4.226861639806129410e-07 6.092491397649544815e-07 7.112493667060007929e-07 1.000300722436087345e-06 1.235636809710377400e-06 4.352708193428161629e-07 1.140877474909427702e-06 -1.677928185791196454e-06
1.732185138350972780e-08 4.006247771034141607e-07 6.119211587294159719e-07 7.187906821040121307e-07 1.035471189076058125e-06 1.279601207344360008e-06 2.920920415552197827e-07 1.248796594621936845e-06 -1.741252204495472775e-06
3.082653490548931712e-08 3.761878436634734890e-07 6.143427544604384993e-07 7.281322934903410226e-07 1.070417361347589216e-06 1.313568433963147145e-06 1.959912361170832272e-07 1.257016200317874202e-06 -1.745633074497925752e-06
4.692922536016673902e-08 3.512008251235328697e-07 6.163396093807708863e-07 7.387736823181931739e-07 1.102438350520881019e-06 1.334248142307370267e-06 1.575091321860078133e-07 1.158871729529078245e-06 -1.687147640893163558e-06
6.410920470127492944e-08 3.274186206446457269e-07 6.178475508386016311e-07 7.499639399771855634e-07 1.129801259454721782e-06 1.341870013824207929e-06 1.715201859628614199e-07 9.750287527382757059e-07 -1.577798715579768487e-06
8.138595544608270904e-08 3.055287910607858027e-07 6.189279912926005591e-07 7.612292778262833058e-07 1.152526942093850915e-06 1.339184437527601371e-06 2.238439732588924809e-07 7.349392288300776181e-07 -1.434790756873288575e-06
9.842259795157401949e-08 2.854243195497717847e-07 6.196827821545188018e-07 7.724333262196016398e-07 1.171511359679375421e-06 1.329148644958569787e-06 3.009043139778874967e-07 4.615912525521174442e-07 -1.271469431923956658e-06
1.152284538565905296e-07 2.667227273822481164e-07 6.202020994368338422e-07 7.836193194297576139e-07 1.187751159514438526e-06 1.314010520816564198e-06 3.926451104954662663e-07 1.698511095191786294e-07 -1.096300043756169222e-06
1.319503475022711371e-07 2.490139818611775168e-07 6.205545264381269861e-07 7.949026514385235538e-07 1.202094235496285335e-06 1.295332121320212822e-06 4.918305190091068292e-07 -1.306690986319254910e-07 -9.145577060493221941e-07
