9.249583036606209840e-08 -5.477510371166595393e-09 -3.355593275575392831e-09 -4.331131390491148314e-09 -9.953106728339752851e-09 -1.633540922777072801e-08 -2.432784040353169058e-08 -3.410737931561040603e-08 -4.595021290180155427e-08 -6.019709450355570368e-08 -7.726676128278799072e-08 -9.767308897974408960e-08 -1.220470662851918728e-07 -1.511650449576192046e-07 -2.154909085816045233e-07 -5.757581404006650513e-07 1.613969646310862288e-06 -3.911802665621248905e-06 3.795558401848211916e-06
1.686408079744350363e-07 -1.636978811878075923e-08 -6.154805734406680606e-09 -3.926766430138554920e-09 -1.016697754598842179e-08 -1.663573155109582952e-08 -2.478354839234586660e-08 -3.475022865111459386e-08 -4.682086996571615395e-08 -6.134154298257418064e-08 -7.874101866974653197e-08 -9.958136944080223096e-08 -1.238225148035392020e-07 -1.573717958243577020e-07 -2.116303125315136674e-07 -5.426677565217039381e-07 1.405095161562878829e-06 -3.546436875428841430e-06 3.621570586864091348e-06
2.477688293849077475e-07 -2.681144257033873241e-08 -8.977729922215842151e-09 -3.716418553434928940e-09 -1.051451374166519070e-08 -1.718443407781574186e-08 -2.561236477381179447e-08 -3.591250983376280403e-08 -4.839033180317189528e-08 -6.340151001877096168e-08 -8.138495983161858280e-08 -1.030251739457142476e-07 -1.268928767579678533e-07 -1.691262324035494417e-07 -2.031120850050122280e-07 -4.742867108467239100e-07 9.810283710435748795e-07 -2.799206239806589346e-06 3.257375328081114213e-06
3.281840518656680382e-07 -3.614958203775314044e-08 -1.171012217705477698e-08 -3.750855203797816284e-09 -1.088907139332401589e-08 -1.782761590180545822e-08 -2.658746957421046983e-08 -3.727496279915193736e-08 -5.022818920025684183e-08 -6.581583284772339615e-08 -8.446491232800374879e-08 -1.071093444803602329e-07 -1.301724126878461493e-07 -1.845903497901270861e-07 -1.887825651586492320e-07 -3.691945535661380132e-07 3.474164189848404430e-07 -1.669138249796254993e-06 2.685591881603291431e-06
4.035019123794451185e-07 -4.308685739462135220e-08 -1.406242586011194687e-08 -4.085290082947706097e-09 -1.113358618829145968e-08 -1.833090922467601330e-08 -2.736095400685542925e-08 -3.834889720507423869e-08 -5.167527322664849584e-08 -6.772510476125287449e-08 -8.685725554909802179e-08 -1.104538294904237709e-07 -1.321040657737576098e-07 -2.003235791304004004e-07 -1.683842676047041763e-07 -2.330306974457070461e-07 -4.440514469169825826e-07 -2.332582980907977818e-07 1.923079604298117036e-06
4.648058763425874651e-07 -4.614550573562659422e-08 -1.566994906260828907e-08 -4.760761584379682304e-09 -1.111387782650428979e-08 -1.848983910359043581e-08 -2.762699316750027653e-08 -3.870595024731745409e-08 -5.215332969296920113e-08 -6.837656771232873687e-08 -8.757361595937949994e-08 -1.118406217422585752e-07 -1.315034319664728363e-07 -2.122136415854108255e-07 -1.442836854904537211e-07 -8.384918174050197751e-08 -1.275947935255265092e-06 1.311072372325676732e-06 1.056570812036348485e-06
5.070113554385760612e-07 -4.460099226245460222e-08 -1.633622249730707840e-08 -5.796404672919492490e-09 -1.082334018866508082e-08 -1.829395318152411687e-08 -2.736637079339514222e-08 -3.832126537465672597e-08 -5.162766144152855508e-08 -6.772876997933850729e-08 -8.654531035459612706e-08 -1.111934470672429169e-07 -1.286478886886716598e-07 -2.178776552282254107e-07 -1.216128730895256992e-07 5.264177974220263581e-08 -2.005773303763328051e-06 2.710436673130061768e-06 2.249753257508842544e-07
5.326051661161943819e-07 -3.878253573960568218e-08 -1.614522317054667422e-08 -7.212163292741238102e-09 -1.038585015341805806e-08 -1.793892741113172623e-08 -2.686618790176224791e-08 -3.760019268942565995e-08 -5.064314510507201064e-08 -6.649853834321236071e-08 -8.468484206139133622e-08 -1.096666691387119044e-07 -1.251913134883426808e-07 -2.178594104140915352e-07 -1.058501575078416197e-07 1.562982363019363788e-07 -2.539575273795854991e-06 3.788088059630671280e-06 -4.536911785960506989e-07
5.484493190771252968e-07 -2.935498627580331379e-08 -1.530694671161110174e-08 -9.061362846423792056e-09 -9.953299534831011597e-09 -1.767338103208365707e-08 -2.649271228067316686e-08 -3.705887492141740278e-08 -4.989345928188603299e-08 -6.559816123955473921e-08 -8.315590704856181542e-08 -1.087438780464746249e-07 -1.230095612419742149e-07 -2.142311963817091283e-07 -1.006715519937038776e-07 2.188778945776343257e-07 -2.853052714165966834e-06 4.491400193188180290e-06 -9.262223735054036719e-07
5.609371995313411699e-07 -1.653480757678573235e-08 -1.396018747373524785e-08 -1.144805114442794258e-08 -9.630012221515955179e-09 -1.768237144065317595e-08 -2.651686518344124888e-08 -3.707980073127618154e-08 -4.989107921709928437e-08 -6.570473953549380366e-08 -8.281345870148450541e-08 -1.095389858217217342e-07 -1.234424086645922666e-07 -2.087701422174908714e-07 -1.081029961118762546e-07 2.395080784128606616e-07 -2.956143964763155701e-06 4.835554644142805655e-06 -1.185647123097522369e-06
5.737469862234965100e-07 2.071397933820634529e-10 -1.208548885874840759e-08 -1.452756480613487736e-08 -9.464262906092989897e-09 -1.807223768123542365e-08 -2.708935294197479735e-08 -3.787810184111744041e-08 -5.092117629239192172e-08 -6.720064831065419159e-08 -8.412593560311321106e-08 -1.126914726280454741e-07 -1.272712258097090203e-07 -2.022185205729294839e-07 -1.297070238307830060e-07 2.179800951102690496e-07 -2.854577996900175760e-06 4.835654447341714013e-06 -1.234729037535495493e-06
5.871416150811251469e-07 2.210529709018721478e-08 -9.487342077642117733e-09 -1.848157795835032868e-08 -9.460142003309482406e-09 -1.888224950322928836e-08 -2.825491002050786044e-08 -3.952322972464736642e-08 -5.307022746866424390e-08 -7.021055331281290598e-08 -8.722922650210643281e-08 -1.184112021927535494e-07 -1.348360834356617487e-07 -1.941964999064801391e-07 -1.672300836185261486e-07 1.511406679776381747e-07 -2.530718383278039892e-06 4.470351272887096612e-06 -1.063686069923189519e-06
5.968686912477929110e-07 5.073156399474070682e-08 -5.806412526297970861e-09 -2.342171123801556343e-08 -9.573594359814103366e-09 -2.005664568769608552e-08 -2.990723848282118846e-08 -4.187774450185952763e-08 -5.614379906072669221e-08 -7.448982206515082638e-08 -9.180522563846920531e-08 -1.262656788277114611e-07 -1.458005449672910951e-07 -1.831919228009563916e-07 -2.218434415992339565e-07 3.337716823558585164e-08 -1.943586918473909526e-06 3.677319770206298119e-06 -6.481429776891071796e-07
5.927455950579673012e-07 8.685957776291683072e-08 -6.300634561068503559e-10 -2.915619177627825145e-08 -9.691230171062371196e-09 -2.136273220240724260e-08 -3.166692367844673589e-08 -4.442661396809833782e-08 -5.943981828504356357e-08 -7.911626752907588433e-08 -9.673360452385577554e-08 -1.346263696909194736e-07 -1.584251381911926625e-07 -1.668385398976321259e-07 -2.911557849802131823e-07 -1.366988338272049665e-07 -1.059444536597885147e-06 2.397272059491374271e-06 2.378617477229215751e-08
5.612340208018657371e-07 1.285024687536261492e-07 6.176444902999522063e-09 -3.493316225319179763e-08 -9.645434697475030461e-09 -2.236715049367668171e-08 -3.285781180619546868e-08 -4.623849171879771888e-08 -6.170403106417173336e-08 -8.241632080805859004e-08 -1.000429527542572722e-07 -1.405234481691229435e-07 -1.691720867403158704e-07 -1.435833139062123003e-07 -3.651329342655384134e-07 -3.424929707451351141e-07 7.114285595583112048e-08 6.962484574369784927e-07 8.880368443596985129e-07
