0.000000000000000000e+00 1.731368553215217833e-05 6.926273828880524211e-05 1.558711652266779601e-04 2.771790396271043969e-04 4.332425939761766986e-04 6.241343507003288419e-04 8.499432914689779989e-04 1.110775065991068773e-03 1.406752241456771507e-03 1.738014594011498158e-03 2.104719443899338849e-03 2.507042036179705623e-03 2.945175969207414375e-03 3.419333673375979203e-03 3.929746942960232053e-03 4.476667524261764355e-03 5.060367763663731720e-03 5.681141319645779258e-03 6.339303943301232390e-03
0.000000000000000000e+00 1.781368553215217693e-05 6.976273828880524071e-05 1.563711652266779723e-04 2.776790396271044091e-04 4.337425939761767107e-04 6.246343507003287998e-04 8.504432914689779568e-04 1.111275065991068839e-03 1.407252241456771573e-03 1.738514594011498224e-03 2.105219443899338915e-03 2.507542036179705690e-03 2.945675969207414441e-03 3.419833673375979270e-03 3.930246942960231686e-03 4.477167524261763988e-03 5.060867763663731353e-03 5.681641319645778891e-03 6.339803943301232023e-03
0.000000000000000000e+00 1.821276057384851478e-05 7.016279306390894692e-05 1.567711987826107269e-04 2.780790829384183183e-04 4.341426935072439735e-04 6.250345140544209983e-04 8.508435347473818989e-04 1.111675407064862189e-03 1.407652700958900854e-03 1.738915195982443330e-03 2.105620216566951326e-03 2.507943012910595227e-03 2.946077189678077135e-03 3.420235185026428409e-03 3.930649097869318154e-03 4.477573281843168912e-03 5.061251623967268597e-03 5.682080437672435563e-03 6.340165987717214478e-03
0.000000000000000000e+00 1.861016114269706915e-05 7.056301420047244449e-05 1.571712938279840825e-04 2.784791642331747906e-04 4.345428931578336094e-04 6.254348411133639788e-04 8.512440219072661728e-04 1.112076090119573299e-03 1.408053621240700631e-03 1.739316401647409858e-03 2.106021764162401781e-03 2.508344969340475534e-03 2.946479633365221493e-03 3.420638218338690594e-03 3.931053401126669532e-03 4.477984741953553241e-03 5.061619690236110296e-03 5.682558067813931434e-03 6.340490368244936122e-03
0.000000000000000000e+00 1.900513138290171154e-05 7.096351280967781033e-05 1.575714784003656136e-04 2.788792785011942176e-04 4.349431937818243267e-04 6.258353327079917323e-04 8.516447542721997457e-04 1.112477117066818866e-03 1.408455004931839739e-03 1.739718214499420953e-03 2.106424091217431148e-03 2.508747911379671791e-03 2.946883305680455308e-03 3.421042793192025522e-03 3.931459839380917198e-03 4.478401793825589373e-03 5.061972655321534537e-03 5.683072993977683965e-03 6.340777671340515863e-03
0.000000000000000000e+00 1.939690593031524689e-05 7.136439939976326548e-05 1.579717806962019626e-04 2.792794211283931784e-04 4.353435964592262844e-04 6.262359901099887310e-04 8.520457338325772290e-04 1.112878490746011624e-03 1.408856855911359797e-03 1.740120639667826685e-03 2.106827204360857582e-03 2.509151847669503430e-03 2.947288214430836967e-03 3.421448938973937776e-03 3.931868392033212138e-03 4.478824269688733324e-03 5.062311563179057103e-03 5.683623380018505873e-03 6.341028787658921015e-03
0.000000000000000000e+00 1.978470813573856364e-05 7.176578350467487794e-05 1.583722290684287431e-04 2.796795879869011557e-04 4.357441024421597974e-04 6.266368149713849416e-04 8.524469631602236454e-04 1.113280214803002337e-03 1.409259179144598624e-03 1.740523683705934429e-03 2.107231112041179494e-03 2.509556789245274196e-03 2.947694369394263277e-03 3.421856693972450281e-03 3.932279030593992079e-03 4.479251943164968067e-03 5.062637812626231970e-03 5.684206758584088581e-03 6.341244924554384661e-03
0.000000000000000000e+00 2.016775027660011341e-05 7.216777297546542972e-05 1.587728519437578672e-04 2.800797755412028989e-04 4.361447130839934548e-04 6.270378092399874056e-04 8.528484452870427161e-04 1.113682293518126424e-03 1.409661980451757963e-03 1.740927354289374283e-03 2.107635824132547426e-03 2.509962749056010058e-03 2.948101781726171055e-03 3.422266104451179673e-03 3.932691717916487854e-03 4.479684527767619807e-03 5.062953158380312582e-03 5.684820023184114501e-03 6.341427619464941323e-03
0.000000000000000000e+00 2.054523635409714598e-05 7.257047285243815849e-05 1.591736776377427687e-04 2.804799809726296069e-04 4.365454297503838137e-04 6.274389750488228428e-04 8.532501835446622751e-04 1.114084731579421820e-03 1.410065266202368802e-03 1.741331659817678618e-03 2.108041351414333998e-03 2.510369741328106682e-03 2.948510463191271035e-03 3.422677223333927144e-03 3.933106407409599561e-03 4.480121676102132716e-03 5.063259705896698375e-03 5.685459429712487293e-03 6.341578750961645791e-03
0.000000000000000000e+00 2.091636796389346656e-05 7.297398376689161930e-05 1.595747340513713100e-04 2.808802023215692281e-04 4.369462537130172977e-04 6.278403145802417991e-04 8.536521813657623522e-04 1.114487533802085593e-03 1.410469042937045761e-03 1.741736608920886175e-03 2.108447704926628627e-03 2.510777780774908763e-03 2.948920425234086932e-03 3.423090108443519949e-03 3.933523042380940304e-03 4.480562980536822310e-03 5.063559895826498514e-03 5.686120615087008473e-03 6.341700543170305203e-03
0.000000000000000000e+00 2.128035344445955486e-05 7.337839987933347731e-05 1.599760482453436072e-04 2.812804386428205427e-04 4.373471860302629026e-04 6.282418299099134466e-04 8.540544420544955804e-04 1.114890704804729227e-03 1.410873316930730563e-03 1.742142209889733324e-03 2.108854895225724564e-03 2.511186881681161994e-03 2.949331677935293754e-03 3.423504820288285171e-03 3.933941555708046246e-03 4.481007976209227563e-03 5.063856473781767550e-03 5.686798641175060814e-03 6.341795558490126439e-03
0.000000000000000000e+00 2.163642001145296264e-05 7.378380644736518056e-05 1.603776459082916005e-04 2.816806901650475894e-04 4.377482274233624338e-04 6.286435228421286599e-04 8.544569685425875685e-04 1.115294248665933295e-03 1.411278093729074383e-03 1.742548470070819523e-03 2.109262931593288825e-03 2.511597056928198662e-03 2.949744228943558359e-03 3.423921419471107931e-03 3.934361870063185496e-03 4.481456147173001198e-03 5.064152441983447821e-03 5.687488070915206091e-03 6.341866673539209472e-03
